i,alpha,mover,j1,j2
5911,1.12619804153917,FALSE,569,569
5912,0.0258032078374534,FALSE,254,254
5913,0.518567097096957,TRUE,971,364
5914,-0.045195276933462,FALSE,401,401
5915,-0.884305432351103,FALSE,235,235
5916,0.581194816879208,FALSE,933,933
5917,-0.79685342332708,FALSE,467,467
5918,0.849550949134466,FALSE,544,544
5919,2.41707061116309,FALSE,695,695
5920,0.343170309743907,FALSE,901,901
5921,0.674747490285039,FALSE,464,464
5922,0.437213652427763,FALSE,177,177
5923,1.25095003389709,TRUE,448,635
5924,-1.24918244905993,FALSE,860,860
5925,-0.956586822541286,FALSE,347,347
5926,0.0739198338164977,FALSE,777,777
5927,-0.0597345451908579,FALSE,25,25
5928,-1.15086770637756,FALSE,339,339
5929,-1.75379726475207,FALSE,107,107
5930,-0.471632491670319,TRUE,6,98
5931,1.64517537794029,FALSE,323,323
5932,2.24416363039108,TRUE,942,586
5933,0.835205346303624,FALSE,439,439
5934,-1.62032723364213,FALSE,240,240
5935,0.749614934060325,FALSE,153,153
5936,-0.540183615684979,TRUE,515,853
5937,0.128002504049283,FALSE,467,467
5938,0.677509852574167,FALSE,337,337
5939,1.6599327828159,TRUE,871,839
5940,0.134384603027272,TRUE,936,644
5941,-0.703421268235952,FALSE,333,333
5942,0.764942458548994,FALSE,505,505
5943,0.819763821351807,FALSE,313,313
5944,0.903843672415332,FALSE,531,531
5945,1.14379108489799,FALSE,994,994
5946,0.288753601819581,FALSE,323,323
5947,-0.943263842642371,FALSE,73,73
5948,0.133218261122488,FALSE,789,789
5949,-1.76213695861846,FALSE,442,442
5950,1.15080463938605,FALSE,438,438
5951,0.505667226698908,FALSE,569,569
5952,0.702695839014471,FALSE,27,27
5953,0.161088256522705,FALSE,387,387
5954,-2.39122398897229,FALSE,793,793
5955,-0.60968661305008,FALSE,13,13
5956,0.944323571486978,TRUE,551,831
5957,-0.273694360157122,TRUE,695,988
5958,0.837035825524317,FALSE,516,516
5959,-0.937623989119962,TRUE,647,287
5960,0.258120818631158,FALSE,686,686
5961,-0.548026711622978,FALSE,162,162
5962,-0.64915536254515,FALSE,730,730
5963,-0.185835544381645,FALSE,23,23
5964,1.71476121837628,TRUE,32,799
5965,0.172215159503044,FALSE,109,109
5966,0.222438460532846,FALSE,371,371
5967,1.59184109049033,FALSE,702,702
5968,-0.287694905922889,FALSE,481,481
5969,0.517725254590259,FALSE,484,484
5970,-0.723090852254389,FALSE,927,927
5971,0.848355575369828,FALSE,645,645
5972,-1.34698120837174,FALSE,340,340
5973,-0.0558260657035301,FALSE,304,304
5974,1.12771797949832,FALSE,491,491
5975,1.33843952252584,FALSE,960,960
5976,-0.0864712721110291,FALSE,702,702
5977,-2.38974363661862,FALSE,182,182
5978,1.64524887359789,TRUE,142,848
5979,-0.622541704479099,FALSE,261,261
5980,0.718177150412894,FALSE,923,923
5981,-1.69664284190624,FALSE,286,286
5982,-0.446153975855575,TRUE,653,662
5983,1.63106073240292,TRUE,6,395
5984,0.342936198870449,TRUE,808,421
5985,0.34355431554872,FALSE,629,629
5986,0.897984249772551,FALSE,522,522
5987,-1.36473363304489,TRUE,903,141
5988,0.0317768733169308,FALSE,529,529
5989,0.474874628893389,FALSE,33,33
5990,1.13283957772548,FALSE,605,605
5991,-0.809398778237112,TRUE,216,775
5992,0.234239931509358,FALSE,708,708
5993,0.666254011057847,FALSE,127,127
5994,3.71572072587951,FALSE,288,288
5995,1.58986783807543,FALSE,932,932
5996,-2.37058663432074,TRUE,278,556
5997,0.0172274128643755,FALSE,474,474
5998,0.191082073762916,TRUE,113,978
5999,0.818162217902652,TRUE,725,676
6000,-0.699228106144098,FALSE,65,65
6001,0.996451529666396,FALSE,331,331
6002,-0.69274535356833,FALSE,409,409
6003,-0.103483046838697,FALSE,972,972
6004,0.603866064318714,FALSE,937,937
6005,-0.608044983359464,FALSE,528,528
6006,0.0848661205199916,FALSE,451,451
6007,1.57799019874749,FALSE,782,782
6008,-0.463653743705612,FALSE,356,356
6009,-1.15852700589699,FALSE,678,678
6010,0.723685640977932,TRUE,132,573
6011,-0.784540661183284,FALSE,226,226
6012,-0.268400025520266,FALSE,977,977
6013,0.507799265824037,FALSE,551,551
6014,0.461331003901638,FALSE,206,206
6015,1.17944958556405,FALSE,382,382
6016,-0.679396333414171,FALSE,174,174
6017,-0.318611569966249,TRUE,575,277
6018,-0.658019293864502,FALSE,109,109
6019,-0.162615980275628,TRUE,386,346
6020,1.98934911973313,FALSE,879,879
6021,-0.0610519410969586,FALSE,816,816
6022,-0.0278099839182587,FALSE,270,270
6023,0.511525893301122,FALSE,618,618
6024,-1.21675338327355,TRUE,263,470
6025,0.953601027080163,TRUE,264,178
6026,-0.0583640451901847,FALSE,778,778
6027,-0.704946172078452,FALSE,510,510
6028,0.37431582186532,FALSE,304,304
6029,-0.183167317158162,FALSE,672,672
6030,-0.151614769827921,FALSE,998,998
6031,-0.114874638716652,FALSE,708,708
6032,1.54720521421964,TRUE,334,849
6033,-0.552909864931753,FALSE,906,906
6034,0.954259677245468,FALSE,29,29
6035,0.164420107478753,TRUE,801,322
6036,-0.277725410828986,FALSE,908,908
6037,-0.644419619223862,TRUE,449,580
6038,-0.367106009737265,FALSE,918,918
6039,-0.275913323896434,FALSE,463,463
6040,1.0906215035097,FALSE,879,879
6041,-0.781372921136104,FALSE,429,429
6042,1.64332373376438,FALSE,708,708
6043,-0.170785226051006,TRUE,100,491
6044,-0.653641910106926,FALSE,918,918
6045,-0.707909530538924,TRUE,325,868
6046,0.188105486356753,TRUE,692,602
6047,1.74803479722261,FALSE,648,648
6048,-0.224260839154788,FALSE,794,794
6049,-0.095715548183244,TRUE,935,535
6050,0.205072404879131,FALSE,809,809
6051,0.0634116980727395,FALSE,960,960
6052,-0.741664430606325,TRUE,659,251
6053,0.988291199131346,FALSE,403,403
6054,-1.23052423256499,TRUE,4,695
6055,-0.980080361865213,FALSE,223,223
6056,-0.415431332879817,FALSE,782,782
6057,-0.27844094049977,FALSE,111,111
6058,1.05409934754309,FALSE,279,279
6059,-0.62305895188382,FALSE,8,8
6060,-0.178191822257626,TRUE,690,395
6061,-0.332385705278369,TRUE,886,315
6062,1.60388383078126,FALSE,310,310
6063,1.44882146078712,TRUE,852,332
6064,-1.05839965003638,FALSE,818,818
6065,0.436514338345504,TRUE,316,564
6066,-1.29720147388242,FALSE,381,381
6067,-0.829073430273456,FALSE,437,437
6068,-0.581611242371406,TRUE,524,437
6069,-0.847301808931937,FALSE,784,784
6070,0.228593291980103,FALSE,157,157
6071,-0.313185666444505,FALSE,134,134
6072,0.306202128122618,TRUE,412,128
6073,1.22963755720089,FALSE,840,840
6074,1.17110292471268,TRUE,753,54
6075,-2.0712886450964,FALSE,628,628
6076,-0.254411710301793,FALSE,302,302
6077,0.476396540102075,FALSE,930,930
6078,1.1648359123802,FALSE,954,954
6079,-0.570515444184434,TRUE,66,712
6080,0.127827928639979,FALSE,735,735
6081,1.63205862988908,FALSE,561,561
6082,0.198993869675984,FALSE,798,798
6083,1.87590306780823,FALSE,466,466
6084,-2.21675513493914,FALSE,338,338
6085,2.03387780206071,FALSE,931,931
6086,-2.37498614160957,FALSE,611,611
6087,1.13308270961088,FALSE,309,309
6088,1.06322316087704,FALSE,954,954
6089,-0.379907282555215,TRUE,590,387
6090,-0.331000594076846,FALSE,846,846
6091,0.355548081917882,FALSE,715,715
6092,0.169888599035472,TRUE,569,756
6093,0.239238593824761,FALSE,570,570
6094,1.31400656157686,FALSE,554,554
6095,0.229274976791376,FALSE,19,19
6096,-2.0642553710307,FALSE,183,183
6097,0.41627418952243,FALSE,259,259
6098,-0.32273060276783,TRUE,228,645
6099,0.842913529277499,TRUE,486,819
6100,-0.874938548515266,FALSE,581,581
6101,-0.250570213789226,TRUE,665,586
6102,-1.53788372174715,FALSE,664,664
6103,-1.48353381221735,FALSE,449,449
6104,-1.7447381269927,FALSE,20,20
6105,0.0242356783728676,FALSE,648,648
6106,-2.74161388015182,FALSE,686,686
6107,1.25450869273938,TRUE,738,932
6108,-0.650621197553096,TRUE,949,579
6109,0.0146697562119895,FALSE,962,962
6110,1.19810154911883,TRUE,974,593
6111,0.30121905668371,FALSE,161,161
6112,0.421688779118986,FALSE,325,325
6113,-0.636610202834169,FALSE,582,582
6114,-1.29425839270764,FALSE,481,481
6115,0.641573251982327,FALSE,12,12
6116,-0.20300577965444,TRUE,429,680
6117,-3.84840269995274e-05,FALSE,576,576
6118,-0.824594641794736,TRUE,370,537
6119,-0.556709400434332,FALSE,882,882
6120,-2.29142750276276,TRUE,366,791
6121,-1.65236977680908,FALSE,250,250
6122,-1.57125070163983,FALSE,162,162
6123,-0.180305124601422,TRUE,314,938
6124,-1.06639966452267,FALSE,547,547
6125,0.389090532297012,FALSE,853,853
6126,0.0352335986748661,FALSE,668,668
6127,-0.498454515445811,TRUE,574,508
6128,-1.6054317144697,TRUE,184,557
6129,-0.67093240335342,FALSE,173,173
6130,0.892725899985323,FALSE,250,250
6131,0.476799443153048,TRUE,358,403
6132,-0.311867437303258,FALSE,630,630
6133,-2.24435886762858,FALSE,400,400
6134,-0.486200731941719,FALSE,964,964
6135,-2.92429113218381,FALSE,596,596
6136,1.77384268160864,FALSE,385,385
6137,0.0337124389773445,TRUE,410,231
6138,1.26106595229873,TRUE,42,673
6139,-0.173960891087615,TRUE,333,45
6140,2.07554917645169,FALSE,575,575
6141,-0.898641835997367,TRUE,311,90
6142,0.837990321501562,FALSE,4,4
6143,-0.0109436319889317,FALSE,230,230
6144,0.727129908185823,FALSE,625,625
6145,-1.32523126613269,TRUE,688,908
6146,2.23816322683861,FALSE,860,860
6147,0.302436273877211,FALSE,202,202
6148,-0.496712975638095,FALSE,135,135
6149,-1.18622500956318,TRUE,173,820
6150,-1.52534163542218,FALSE,206,206
6151,-1.8163370958066,FALSE,719,719
6152,-1.71753992490193,FALSE,551,551
6153,0.039712049725824,TRUE,70,251
6154,1.12155646937291,FALSE,964,964
6155,0.353915660950126,FALSE,250,250
6156,-1.93209497227857,FALSE,534,534
6157,0.0857532249551007,FALSE,579,579
6158,1.50006794941982,FALSE,169,169
6159,1.01468792813211,FALSE,507,507
6160,1.84390932942692,FALSE,421,421
6161,0.41958246226038,FALSE,934,934
6162,-3.28937584855757,TRUE,497,960
6163,0.642383067114167,FALSE,806,806
6164,0.213093639533192,FALSE,181,181
6165,-1.7182887639908,FALSE,862,862
6166,-0.131452234665525,FALSE,405,405
6167,-0.671879471327625,FALSE,244,244
6168,-0.443464894242919,FALSE,362,362
6169,0.471270768091317,TRUE,891,515
6170,-0.59186388659965,FALSE,110,110
6171,-0.651915887319594,FALSE,208,208
6172,-1.45676385275197,FALSE,759,759
6173,0.172284600439745,FALSE,788,788
6174,0.550965515977292,FALSE,931,931
6175,0.571722040589605,TRUE,281,66
6176,1.18917934773041,FALSE,210,210
6177,-2.36533381504662,FALSE,192,192
6178,0.0332240411790732,FALSE,535,535
6179,-1.33429768089279,FALSE,676,676
6180,0.608785792743954,FALSE,373,373
6181,0.0800248847271412,FALSE,962,962
6182,-1.06872802248799,FALSE,556,556
6183,-0.377553664195196,FALSE,757,757
6184,1.40288067524327,TRUE,560,97
6185,-0.541441946412946,FALSE,897,897
6186,-1.72492124772187,FALSE,120,120
6187,1.08919483753396,TRUE,526,414
6188,1.16976360508389,TRUE,951,37
6189,-0.607156730101415,FALSE,888,888
6190,1.65412285522879,FALSE,691,691
6191,-0.166080566390793,FALSE,703,703
6192,-1.27401899139188,TRUE,616,682
6193,-0.306040857753799,TRUE,10,667
6194,0.254340425178138,TRUE,198,284
6195,0.562471102501748,FALSE,141,141
6196,0.385138526730681,FALSE,877,877
6197,1.23617915452482,FALSE,343,343
6198,0.230932004729973,FALSE,891,891
6199,0.516775157949178,TRUE,250,187
6200,1.0255791375194,FALSE,777,777
6201,-0.166313578850091,TRUE,0,796
6202,-0.791567079440403,FALSE,480,480
6203,-0.282152279625528,FALSE,433,433
6204,-1.33336590569982,FALSE,66,66
6205,0.0496970129853213,FALSE,123,123
6206,0.503797531825137,FALSE,160,160
6207,-1.04712783477107,FALSE,50,50
6208,-0.869470504201632,FALSE,765,765
6209,-1.10841870084243,FALSE,205,205
6210,-0.0404459582548468,FALSE,182,182
6211,1.41657477550723,TRUE,344,400
6212,-0.632693871451233,TRUE,463,870
6213,-0.628558194189149,TRUE,473,657
6214,-0.025326160634408,FALSE,763,763
6215,-0.975476335713031,TRUE,905,762
6216,1.01497226020659,FALSE,144,144
6217,-0.301907306658092,TRUE,894,893
6218,1.1310543674245,FALSE,405,405
6219,0.639451578125384,TRUE,923,175
6220,0.794958784716343,FALSE,88,88
6221,-1.47913745549668,FALSE,212,212
6222,-1.68068071887634,TRUE,690,411
6223,0.0589754749151921,FALSE,762,762
6224,-0.358304019532621,TRUE,265,202
6225,-0.339249854254092,TRUE,768,681
6226,-0.102197913003283,FALSE,438,438
6227,1.60058413931274,FALSE,624,624
6228,-0.461803035391538,FALSE,276,276
6229,-0.617623540241725,TRUE,789,729
6230,1.62733903509555,TRUE,135,546
6231,0.223655476773407,FALSE,850,850
6232,0.242420207917438,FALSE,78,78
6233,-1.29503270099671,FALSE,365,365
6234,0.749241651724491,FALSE,576,576
6235,1.1686553865313,FALSE,450,450
6236,0.71429342693586,FALSE,348,348
6237,-1.14956738950403,FALSE,644,644
6238,1.45037475149102,TRUE,792,892
6239,-0.297783274696659,FALSE,451,451
6240,1.83661114423941,FALSE,537,537
6241,0.464740429947891,FALSE,882,882
6242,0.416279250424194,TRUE,870,820
6243,2.00767401732439,FALSE,930,930
6244,1.20833433161434,FALSE,890,890
6245,0.460690015413864,FALSE,765,765
6246,-0.786063559931139,TRUE,88,409
6247,0.901634040871823,FALSE,799,799
6248,0.768715581950775,FALSE,784,784
6249,-0.513157982499119,FALSE,669,669
6250,-0.219160653899728,FALSE,976,976
6251,-0.275143450971411,TRUE,455,900
6252,-1.64377150706938,FALSE,485,485
6253,0.678266250489179,FALSE,566,566
6254,-1.48860949103117,FALSE,840,840
6255,0.345458004978349,TRUE,156,254
6256,-1.54654749553771,FALSE,502,502
6257,0.956413629126857,TRUE,87,264
6258,0.822378750667808,FALSE,121,121
6259,1.87245817496444,FALSE,979,979
6260,-1.18582888580127,FALSE,117,117
6261,0.954899796988468,FALSE,282,282
6262,-0.215424857788577,FALSE,667,667
6263,0.215958394156016,FALSE,715,715
6264,-0.414164333478325,FALSE,139,139
6265,0.415046268850245,TRUE,94,739
6266,-1.11134482368691,FALSE,232,232
6267,-0.902131112277193,FALSE,844,844
6268,0.820606953567625,FALSE,417,417
6269,-2.88614912498486,TRUE,468,596
6270,-0.272773064564488,FALSE,514,514
6271,-0.444030506514711,FALSE,942,942
6272,0.746511110155203,FALSE,624,624
6273,0.430621324669046,FALSE,860,860
6274,-1.35425784600741,FALSE,343,343
6275,1.48288035944086,FALSE,282,282
6276,1.0557282438841,FALSE,28,28
6277,1.43773515097209,TRUE,180,611
6278,-0.972899813011442,FALSE,333,333
6279,1.90461769269349,FALSE,712,712
6280,1.20562199631678,FALSE,609,609
6281,1.15679760377934,FALSE,199,199
6282,-1.21017318376228,FALSE,119,119
6283,-0.0680292317480523,FALSE,992,992
6284,0.188278619044299,FALSE,951,951
6285,-1.36850796956361,FALSE,72,72
6286,-0.201470462297899,FALSE,132,132
6287,0.77750124734932,TRUE,83,610
6288,0.314903238411214,FALSE,778,778
6289,0.241264776406274,FALSE,684,684
6290,1.44680593483769,FALSE,62,62
6291,-0.754624453299219,FALSE,621,621
6292,0.793090377704377,TRUE,515,352
6293,1.06762924035012,FALSE,245,245
6294,-1.30712067167412,FALSE,732,732
6295,-1.99068784495532,FALSE,446,446
6296,0.960574805077155,FALSE,494,494
6297,-0.250715913133474,FALSE,482,482
6298,2.39520132525321,FALSE,368,368
6299,0.318634363552171,TRUE,237,907
6300,-0.0275350334105611,FALSE,195,195
6301,-1.73091803863743,FALSE,394,394
6302,-0.80939744578196,FALSE,285,285
6303,-1.37869986563734,TRUE,808,992
6304,2.84874403329634,FALSE,17,17
6305,-1.279630280305,FALSE,875,875
6306,0.621393095227546,FALSE,373,373
6307,1.34149424244086,TRUE,443,475
6308,-0.323811722111334,FALSE,690,690
6309,0.144383470867056,FALSE,341,341
6310,-1.08185278393076,TRUE,358,469
6311,-0.00597734207346084,FALSE,790,790
6312,-0.361005684089181,FALSE,211,211
6313,-0.753344538203377,FALSE,243,243
6314,0.596977086486986,FALSE,34,34
6315,-0.832739370686009,FALSE,543,543
6316,-1.54502467571834,FALSE,211,211
6317,0.822990237351172,TRUE,830,179
6318,0.201997905093491,FALSE,609,609
6319,-1.62284828656789,FALSE,362,362
6320,-0.703822877630497,FALSE,121,121
6321,0.851246099895573,FALSE,557,557
6322,-0.997512301769354,FALSE,309,309
6323,0.774894794932878,FALSE,586,586
6324,-0.327474597347236,TRUE,431,77
6325,-1.41795704082351,FALSE,406,406
6326,0.470800362199456,FALSE,477,477
6327,-2.48890361390587,FALSE,286,286
6328,-0.64683985155166,FALSE,649,649
6329,-0.0859842009139841,FALSE,323,323
6330,0.250921910489007,FALSE,915,915
6331,0.257003679755467,TRUE,785,855
6332,0.114574862295207,FALSE,28,28
6333,1.38496025874941,FALSE,795,795
6334,1.71463081572181,TRUE,454,875
6335,1.83194492131541,FALSE,967,967
6336,-1.3113128640567,FALSE,202,202
6337,-0.806461300793105,FALSE,195,195
6338,-1.25868184521442,FALSE,712,712
6339,-0.418445671108985,FALSE,320,320
6340,0.305340581221212,FALSE,506,506
6341,0.18706179676923,FALSE,787,787
6342,-0.231192409164056,FALSE,970,970
6343,-0.155301426683517,FALSE,635,635
6344,-0.41808374042322,TRUE,367,694
6345,-0.860649608648606,FALSE,623,623
6346,-0.733647067905097,TRUE,589,758
6347,-0.829051291306179,FALSE,437,437
6348,-0.507211077954383,FALSE,641,641
6349,-1.39454099422648,FALSE,172,172
6350,1.23287586812319,TRUE,178,362
6351,1.95111699049286,FALSE,32,32
6352,-1.30888435684359,FALSE,421,421
6353,1.25552093487775,TRUE,317,52
6354,0.113244143951999,TRUE,262,289
6355,0.0267545458181078,FALSE,721,721
6356,0.0584569654178772,FALSE,227,227
6357,0.457153650450167,FALSE,234,234
6358,0.102713655364391,FALSE,126,126
6359,-0.86091686566605,FALSE,604,604
6360,0.138099933242379,FALSE,107,107
6361,0.874539627062147,TRUE,112,567
6362,-0.235909539606058,TRUE,555,55
6363,-1.22442065535727,FALSE,471,471
6364,-1.65130268614561,FALSE,615,615
6365,0.622705635129701,TRUE,328,274
6366,-0.0639213043292653,FALSE,439,439
6367,-0.593243113086633,FALSE,557,557
6368,0.225603363522552,FALSE,252,252
6369,-0.695993002502861,FALSE,637,637
6370,-0.0823685875750121,FALSE,142,142
6371,0.285876083075394,TRUE,560,783
6372,-2.03889297449334,FALSE,47,47
6373,-0.984320528114096,FALSE,604,604
6374,-1.32163677757622,FALSE,225,225
6375,-1.23730985692169,TRUE,187,353
6376,1.55250207170482,FALSE,901,901
6377,1.18360405030045,FALSE,471,471
6378,0.76433552342133,TRUE,950,125
6379,-0.370783344262779,FALSE,750,750
6380,1.18452861310422,TRUE,543,667
6381,-1.22114388139346,TRUE,571,634
6382,-1.99597404699554,TRUE,830,302
6383,-3.02704571876399,FALSE,569,569
6384,0.227313544381063,TRUE,788,401
6385,0.0364706090665567,TRUE,680,631
6386,-0.790091466643966,FALSE,378,378
6387,0.48915850008,FALSE,480,480
6388,0.0423672998562453,TRUE,219,239
6389,-0.302558551826962,FALSE,780,780
6390,1.2742216233878,FALSE,837,837
6391,1.43994877106216,FALSE,116,116
6392,1.04242536770994,FALSE,299,299
6393,0.596590680865512,FALSE,569,569
6394,-1.00146535212659,TRUE,103,701
6395,-0.248326516397447,TRUE,716,544
6396,-0.0444055732894623,FALSE,889,889
6397,0.14958578345488,FALSE,17,17
6398,1.11791338203872,FALSE,705,705
6399,-1.4194705124407,FALSE,761,761
6400,-1.35561906468423,FALSE,80,80
6401,-0.0600459600045728,FALSE,332,332
6402,-1.47090759206017,FALSE,923,923
6403,1.11670596384515,FALSE,150,150
6404,-0.168146609754469,FALSE,437,437
6405,-2.69280124922705,TRUE,394,572
6406,-0.238479090814592,FALSE,675,675
6407,0.211411132514887,FALSE,985,985
6408,-0.77125059809312,FALSE,549,549
6409,-1.2658096567921,FALSE,952,952
6410,0.0130261887470164,FALSE,555,555
6411,1.223885485643,FALSE,953,953
6412,-0.479462222356082,FALSE,758,758
6413,1.11030898866863,FALSE,645,645
6414,1.40120355190492,FALSE,865,865
6415,-1.26406262745094,FALSE,736,736
6416,0.86561315233749,FALSE,441,441
6417,-0.107980564945206,FALSE,623,623
6418,0.24576190325574,TRUE,207,736
6419,1.75519625666133,FALSE,197,197
6420,0.980495074810237,FALSE,493,493
6421,-0.482457124875391,TRUE,522,749
6422,-1.50083173493229,FALSE,57,57
6423,0.363113909999487,FALSE,36,36
6424,0.527572661503673,FALSE,41,41
6425,1.21357441265338,FALSE,347,347
6426,1.42939833345956,FALSE,735,735
6427,0.215458852795724,TRUE,619,639
6428,0.167552997982991,FALSE,990,990
6429,0.440723940671676,FALSE,870,870
6430,1.08344626295578,FALSE,582,582
6431,0.167405046590996,FALSE,899,899
6432,-0.389052596533895,FALSE,509,509
6433,-1.05418173111399,TRUE,681,688
6434,0.0136392328017951,FALSE,413,413
6435,-0.0152770016331879,FALSE,326,326
6436,0.00041872417518068,FALSE,889,889
6437,-0.394162971603446,FALSE,49,49
6438,-0.591002484435829,FALSE,527,527
6439,0.925972690696732,FALSE,261,261
6440,-0.143470359568202,FALSE,978,978
6441,1.55853740384044,FALSE,376,376
6442,-0.78294431746214,TRUE,659,195
6443,-1.84394727346894,FALSE,261,261
6444,-0.15997257338173,FALSE,777,777
6445,0.911943974043973,FALSE,418,418
6446,-0.153480072072986,FALSE,55,55
6447,-1.57886169108309,FALSE,935,935
6448,-0.582670401367888,FALSE,631,631
6449,-0.0390386053295887,FALSE,751,751
6450,1.3043064867744,FALSE,305,305
6451,1.12330243797358,TRUE,926,769
6452,0.811116122781701,FALSE,131,131
6453,0.471382117682474,FALSE,437,437
6454,-0.813600361014787,TRUE,446,842
6455,0.81115221155127,TRUE,200,941
6456,1.21840108562617,FALSE,528,528
6457,0.742200100646031,FALSE,360,360
6458,1.17654312205179,FALSE,494,494
6459,0.30410729998282,FALSE,814,814
6460,1.01855144503343,FALSE,472,472
6461,1.40356857776285,FALSE,967,967
6462,-0.96828360146562,FALSE,937,937
6463,1.51913192071641,FALSE,899,899
6464,0.76486829955584,FALSE,146,146
6465,0.705371760342561,FALSE,233,233
6466,0.0735477699279826,FALSE,224,224
6467,-0.955012525982316,FALSE,918,918
6468,-1.25008980491088,FALSE,890,890
6469,0.302697041617515,FALSE,866,866
6470,-0.144335636573246,TRUE,222,64
6471,1.06502977207387,FALSE,369,369
6472,-0.0163205357692386,TRUE,544,670
6473,-0.371086502233272,TRUE,209,970
6474,1.5113711153913,FALSE,561,561
6475,-0.265342733295722,TRUE,589,327
6476,-0.674460111123347,FALSE,392,392
6477,0.671559277515228,FALSE,519,519
6478,1.50322016392463,FALSE,937,937
6479,-0.976873614932792,FALSE,134,134
6480,-0.273216955429388,FALSE,416,416
6481,-0.345333580288122,TRUE,591,58
6482,0.0327947685765251,TRUE,847,751
6483,0.331178339211541,FALSE,717,717
6484,0.7300686247158,FALSE,429,429
6485,1.04706493489168,FALSE,341,341
6486,-0.729642170281023,FALSE,544,544
6487,-0.013960339227483,FALSE,677,677
6488,0.787606043660786,FALSE,931,931
6489,-0.594477483010278,FALSE,580,580
6490,0.456318829076642,FALSE,699,699
6491,1.74418409412504,FALSE,449,449
6492,-1.34251068086662,FALSE,41,41
6493,0.72420916681353,FALSE,211,211
6494,-0.0722267927390164,FALSE,923,923
6495,-1.00118337619407,TRUE,954,258
6496,0.263312888069558,FALSE,424,424
6497,-0.0494673636566712,FALSE,826,826
6498,-1.02376315514016,FALSE,537,537
6499,0.0198757838998294,FALSE,219,219
6500,0.584447830871561,FALSE,448,448
6501,-0.197527824058765,FALSE,150,150
6502,1.79749354722426,FALSE,309,309
6503,1.56281342990307,FALSE,983,983
6504,-0.751262465191356,FALSE,225,225
6505,1.37841082692889,FALSE,403,403
6506,1.26146847671117,FALSE,653,653
6507,-0.647407029764523,FALSE,367,367
6508,1.56889017974812,FALSE,855,855
6509,1.66575790352885,TRUE,150,204
6510,0.626183108316496,TRUE,605,512
6511,0.892124362277247,FALSE,597,597
6512,-1.01261509627113,FALSE,467,467
6513,1.86411813793255,TRUE,974,404
6514,-0.5936631914962,FALSE,993,993
6515,-0.360558619329931,TRUE,177,545
6516,0.511570775289022,FALSE,483,483
6517,0.103141817684016,FALSE,334,334
6518,1.68308408170103,FALSE,284,284
6519,-0.734866705641252,FALSE,741,741
6520,-0.5377569880887,TRUE,138,558
6521,0.263265192295681,FALSE,361,361
6522,0.56358707830839,FALSE,427,427
6523,2.92890073765466,FALSE,750,750
6524,-1.30002668088558,FALSE,212,212
6525,1.11674868817054,FALSE,506,506
6526,0.889579274958517,FALSE,606,606
6527,1.10273386310226,TRUE,476,471
6528,-1.26904616094272,FALSE,691,691
6529,0.363893209127911,FALSE,414,414
6530,-0.495790294461392,FALSE,916,916
6531,-1.75314656659443,FALSE,761,761
6532,-0.902215452563371,FALSE,606,606
6533,-1.04398276513521,FALSE,656,656
6534,1.63771480212514,FALSE,546,546
6535,-0.707736848552588,FALSE,818,818
6536,0.897975810526054,FALSE,915,915
6537,0.60592517751456,FALSE,676,676
6538,-0.794716347946563,FALSE,566,566
6539,0.538171974115534,FALSE,313,313
6540,0.556373474234109,FALSE,421,421
6541,-1.15252941902685,FALSE,912,912
6542,0.725120654689117,TRUE,903,842
6543,-0.00543950784984736,FALSE,184,184
6544,-0.239429939410603,FALSE,412,412
6545,-0.885321526657093,FALSE,297,297
6546,-0.174061043295515,TRUE,113,753
6547,-1.08485155565336,TRUE,976,582
6548,-0.0239894760659167,FALSE,535,535
6549,-0.132753368038248,TRUE,709,471
6550,-0.245289947053769,FALSE,328,328
6551,1.11370060543598,FALSE,309,309
6552,-0.619107782374149,FALSE,678,678
6553,-0.132324803001531,FALSE,532,532
6554,0.863847975957668,TRUE,144,20
6555,1.32097499885475,FALSE,684,684
6556,-0.104238754894299,FALSE,933,933
6557,0.0652536747367251,FALSE,513,513
6558,1.099134416359,FALSE,800,800
6559,0.319835560866633,TRUE,411,946
6560,0.331826954305442,FALSE,286,286
6561,-0.260038290356082,FALSE,556,556
6562,0.0998192539386361,FALSE,232,232
6563,0.00724071688079461,TRUE,513,815
6564,0.576012131181961,FALSE,771,771
6565,-0.145321250629295,FALSE,59,59
6566,-0.307188837918487,TRUE,614,651
6567,-0.0749796735619426,FALSE,271,271
6568,-0.459219901074889,FALSE,770,770
6569,1.54810614854915,FALSE,166,166
6570,-1.05980397324969,FALSE,693,693
6571,1.2126046821893,FALSE,699,699
6572,-0.0104457896309208,FALSE,76,76
6573,-2.02055705772414,FALSE,498,498
6574,-0.544876099049932,FALSE,872,872
6575,1.15598167474767,TRUE,217,778
6576,-1.2929197757468,FALSE,701,701
6577,0.132514461575596,FALSE,762,762
6578,-1.22797222051084,FALSE,919,919
6579,0.0810471058153915,FALSE,42,42
6580,1.02372136134139,FALSE,244,244
6581,-0.205238018545711,TRUE,967,563
6582,0.956998418875964,FALSE,745,745
6583,0.728954795421616,FALSE,264,264
6584,1.20944426976428,FALSE,118,118
6585,1.33268462976444,FALSE,480,480
6586,1.00041045730859,FALSE,503,503
6587,0.390476535369779,FALSE,468,468
6588,0.0622881857961604,TRUE,87,780
6589,0.137638812385161,FALSE,454,454
6590,0.363314588085867,TRUE,395,174
