i,j,y,t
4988,816,0.721109247183409,2
4989,67,-0.801972378014989,1
4989,67,-0.246992413308451,2
4990,803,-0.0468132010016737,1
4990,803,0.27281306290311,2
4991,667,0.620073799533604,1
4991,710,1.93539234543627,2
4992,733,-0.144342412798109,1
4992,733,0.00395555912501499,2
4993,543,-2.43844002943844,1
4993,246,-1.26957181875187,2
4994,527,-2.27214559557801,1
4994,527,-2.30445666188425,2
4995,295,-1.39577312990832,1
4995,295,-1.1748228745573,2
4996,612,1.07820472386111,1
4996,612,1.55433548048679,2
4997,723,-0.609937320396186,1
4997,723,0.642690125196693,2
4998,124,2.0711173488099,1
4998,398,1.7783436995844,2
4999,217,-0.454245184667178,1
4999,217,-0.275992005085225,2
5000,117,-0.867920471656617,1
5000,117,-0.970276567482112,2
5001,153,0.991530670067453,1
5001,153,0.864304682176152,2
5002,789,-1.48058927918594,1
5002,789,-1.54571865763268,2
5003,251,1.46013900253136,1
5003,251,1.91371840396728,2
5004,528,0.834128312047827,1
5004,970,1.33972979323725,2
5005,923,0.680144732577725,1
5005,923,0.664949510083426,2
5006,245,1.09456701293949,1
5006,245,0.97261110191637,2
5007,648,0.800332823295269,1
5007,648,0.811428082825741,2
5008,648,0.398619530787171,1
5008,648,0.532552184981936,2
5009,952,0.283466199165505,1
5009,952,-0.189969579107145,2
5010,258,-0.696926587638681,1
5010,563,-0.24312137927344,2
5011,519,0.374343964460526,1
5011,984,1.38931348038661,2
5012,587,-0.351928093077966,1
5012,587,-0.114435922159318,2
5013,869,-0.282177391799525,1
5013,869,-0.52365090745905,2
5014,332,-1.75976708445965,1
5014,332,-1.43594953585201,2
5015,938,0.114286265259277,1
5015,938,0.354415909160077,2
5016,169,-1.40726191872662,1
5016,169,-1.48028454544689,2
5017,194,-0.108247907844104,1
5017,194,0.337359809500171,2
5018,608,1.30117055190551,1
5018,817,2.35141623568268,2
5019,846,-0.607258442515311,1
5019,846,-1.23909150637463,2
5020,363,-0.377414225344822,1
5020,363,-0.356541938218412,2
5021,483,0.33617175829741,1
5021,483,0.09210344268733,2
5022,927,-1.72685570767637,1
5022,835,-0.711442801045828,2
5023,955,-1.5021595445703,1
5023,955,-1.21992361344382,2
5024,102,-0.0108592156926056,1
5024,102,-0.343134900160113,2
5025,873,-0.637160921801351,1
5025,809,-0.70369173771029,2
5026,77,1.41748818178798,1
5026,77,1.4170404555187,2
5027,133,0.812125343577151,1
5027,133,1.44108277372281,2
5028,34,0.703076587297456,1
5028,34,1.57667583029553,2
5029,778,-2.02787814972315,1
5029,778,-1.58765089787109,2
5030,700,-0.975593267028675,1
5030,700,-1.01650137950402,2
5031,167,0.443655287385232,1
5031,167,0.519828543833921,2
5032,60,0.344817602897556,1
5032,60,-0.37497865850731,2
5033,653,0.700412136190159,1
5033,653,0.537634226695704,2
5034,721,-0.667210154399867,1
5034,721,-1.56672104624394,2
5035,375,-0.225286885159787,1
5035,375,0.392299461448936,2
5036,463,-0.36007668638378,1
5036,463,-0.131630174619514,2
5037,280,-1.76272491929914,1
5037,280,-1.74703676926033,2
5038,974,1.01301200207295,1
5038,82,1.33045109674919,2
5039,325,1.0724026794538,1
5039,325,0.552593724325876,2
5040,508,0.604444697249866,1
5040,508,0.173880584908883,2
5041,784,0.0279042113325769,1
5041,784,0.0308810620801773,2
5042,979,-0.177235421354547,1
5042,979,0.406280486304125,2
5043,877,0.949341843205606,1
5043,877,1.36407186337066,2
5044,262,-0.308846902138481,1
5044,262,-0.904276646953977,2
5045,523,-1.08357902912696,1
5045,838,0.159996691648728,2
5046,685,-0.722403464267018,1
5046,685,-1.03712211360736,2
5047,382,-2.14884934306339,1
5047,382,-1.57861376375853,2
5048,817,1.76231211854659,1
5048,817,2.22877501332057,2
5049,320,-0.446882689030108,1
5049,320,-0.35771583865338,2
5050,132,-2.36991543635663,1
5050,132,-2.29287146948106,2
5051,763,-0.0118212181165878,1
5051,763,0.438117393772279,2
5052,458,0.205208473489991,1
5052,458,0.700353855087282,2
5053,828,0.0392497246734885,1
5053,828,0.222504567168809,2
5054,588,-0.792622480112232,1
5054,470,0.0810884834799984,2
5055,576,-0.85813105246588,1
5055,878,-2.32888998966265,2
5056,67,1.71634488621771,1
5056,67,1.27836221308302,2
5057,801,1.82100388299648,1
5057,801,2.22135495976188,2
5058,88,0.0339263748327457,1
5058,425,-1.62293992197059,2
5059,175,-0.872301886342127,1
5059,790,0.734614087698255,2
5060,342,0.36993560473974,1
5060,178,-1.10171211924492,2
5061,294,0.785984831277604,1
5061,294,0.627472501903433,2
5062,986,0.304359564463621,1
5062,986,0.321836821689138,2
5063,778,-0.0251982938031289,1
5063,914,-0.153722181018286,2
5064,401,2.18224585623628,1
5064,46,1.73750301200435,2
5065,407,-0.594323574438276,1
5065,701,-0.690698855449266,2
5066,650,2.29790191831456,1
5066,650,2.51099444850541,2
5067,997,-0.460004591811515,1
5067,997,-0.244481989897097,2
5068,716,-0.64845814767485,1
5068,427,-1.25163622705056,2
5069,178,-1.50252400224165,1
5069,36,0.261584958472683,2
5070,236,0.614334914190774,1
5070,743,-0.485364537513397,2
5071,516,0.0669521260572011,1
5071,516,0.659235556678004,2
5072,10,0.663483360775802,1
5072,10,0.742980734639503,2
5073,659,1.02882534669326,1
5073,659,0.547775027412516,2
5074,360,0.160388222128186,1
5074,360,0.275362334115734,2
5075,852,0.00692648217978374,1
5075,928,0.0220512278324121,2
5076,883,0.0563673874811342,1
5076,883,0.857394387360944,2
5077,612,0.438830790587502,1
5077,399,0.192659906577516,2
5078,2,-0.254303826247536,1
5078,2,-1.11325156047099,2
5079,84,0.835186728785953,1
5079,439,0.589115494915648,2
5080,637,0.106057966705481,1
5080,637,0.167808160336684,2
5081,175,-0.584190115736541,1
5081,175,0.294349496490577,2
5082,209,-0.269644054946708,1
5082,209,0.0978521041455141,2
5083,788,-0.47147691227331,1
5083,788,-0.874431421185721,2
5084,850,0.391667346252611,1
5084,850,1.21254972704737,2
5085,769,-0.861677638598481,1
5085,769,-0.0514569398699804,2
5086,668,-0.211136259532697,1
5086,972,0.213401715683571,2
5087,694,-0.763619003533756,1
5087,822,-0.266051945876099,2
5088,555,-2.16967143003752,1
5088,970,-2.31902026906992,2
5089,563,0.306653296454965,1
5089,563,0.350084500038752,2
5090,754,0.714084999797287,1
5090,568,0.549654156546154,2
5091,639,-1.03744201637115,1
5091,639,-1.09408113191548,2
5092,935,1.60032089401936,1
5092,789,0.674340683226229,2
5093,6,-0.325053923153426,1
5093,6,0.0286635019185037,2
5094,395,1.45495635714858,1
5094,395,1.85629162703567,2
5095,631,-0.237744988775083,1
5095,631,0.567202308904562,2
5096,796,0.908434329526362,1
5096,721,0.509784488311985,2
5097,853,-0.261331256629785,1
5097,178,-0.919370864584191,2
5098,373,-0.00325622096093819,1
5098,373,0.0310697220361319,2
5099,802,0.0362922626908011,1
5099,802,0.779385552800412,2
5100,423,-0.098412975508686,1
5100,423,0.0130338325017511,2
5101,449,1.53509791170222,1
5101,353,0.293642494721928,2
5102,963,1.17146572846812,1
5102,963,0.722013451688707,2
5103,808,1.29075812332321,1
5103,178,-0.146729120717671,2
5104,504,-0.88479122563198,1
5104,504,-0.189499131484055,2
5105,357,0.0165311926565726,1
5105,357,-0.00955334011450659,2
5106,753,2.01371693193868,1
5106,753,1.77821610919369,2
5107,651,1.16922612628089,1
5107,871,-0.733166373016744,2
5108,981,-1.66453874253552,1
5108,981,-1.29078566701239,2
5109,709,-1.21159761536606,1
5109,675,-0.803537364883732,2
5110,41,0.777119148340825,1
5110,199,0.819513320735282,2
5111,220,-0.472113293993506,1
5111,915,0.777731711598896,2
5112,400,-1.49194449436897,1
5112,400,-0.684599747727565,2
5113,257,-0.681902888665143,1
5113,768,-0.758907324793223,2
5114,405,1.1706321668209,1
5114,447,0.467556705161378,2
5115,972,-0.532965150440613,1
5115,972,-0.0106741408521958,2
5116,324,0.920801053366715,1
5116,933,1.91963594066148,2
5117,747,-1.08416019281187,1
5117,747,-0.841783235879103,2
5118,604,-1.47231120922279,1
5118,773,-0.772988308782248,2
5119,837,-0.153571160746999,1
5119,837,-0.264343823749371,2
5120,919,0.35894983944905,1
5120,919,-0.126170070090378,2
5121,111,-0.914278089814252,1
5121,111,-0.410786655071593,2
5122,356,0.288350773859278,1
5122,356,-0.371246932200969,2
5123,671,0.0474689339383763,1
5123,671,0.448987905190387,2
5124,586,-0.562118451658443,1
5124,586,-0.968737747284973,2
5125,429,-0.400180798393779,1
5125,429,0.198025933107726,2
5126,840,0.287372142994423,1
5126,393,-1.02043438396648,2
5127,47,-0.834218940438356,1
5127,47,-0.979419922546192,2
5128,156,-0.490393412786777,1
5128,156,-0.199422965382224,2
5129,973,0.665758246862164,1
5129,973,0.688266317605348,2
5130,109,-0.398491092723117,1
5130,109,-0.844482787370539,2
5131,12,-2.32582786790266,1
5131,12,-2.28665484538433,2
5132,318,-1.22065047714934,1
5132,318,-0.885905984334994,2
5133,465,-2.15180930187233,1
5133,465,-3.05534692300625,2
5134,640,0.405487547056794,1
5134,773,0.579667227574714,2
5135,279,-0.852223703761882,1
5135,279,-1.43161744794122,2
5136,285,1.0364472074885,1
5136,285,1.30542780183846,2
5137,971,-0.880377111429919,1
5137,971,-0.842904605709719,2
5138,670,0.0728686950399253,1
5138,670,-0.00968043817524572,2
5139,929,-0.589360202740126,1
5139,929,-0.36855372306263,2
5140,566,0.875799144984957,1
5140,566,0.806664358452673,2
5141,164,-0.356236112334974,1
5141,164,-0.763684294614802,2
5142,61,0.310381208149451,1
5142,61,0.874738920786739,2
5143,681,-0.642041696819499,1
5143,681,0.104679073022732,2
5144,605,0.943808199885288,1
5144,605,1.01841674528263,2
5145,357,-1.6910787790306,1
5145,595,-0.89455453566485,2
5146,471,0.163383650576658,1
5146,731,0.426692032944917,2
5147,542,0.530615761816472,1
5147,542,0.297741301080183,2
5148,538,-0.270924047080968,1
5148,538,-0.715775320327723,2
5149,782,-1.27632561434925,1
5149,374,-0.144685258133741,2
5150,556,-1.23242197851564,1
5150,556,-1.61416707473012,2
5151,470,-0.0454281996998741,1
5151,470,-0.31571996370665,2
5152,103,1.265732920322,1
5152,103,1.23451647864025,2
5153,108,-2.02573748956467,1
5153,108,-1.83353026336898,2
5154,9,0.591511638263924,1
5154,9,0.358509076207139,2
5155,359,0.372952209812632,1
5155,359,0.839843516880813,2
5156,891,0.216652401419393,1
5156,891,0.209426694038852,2
5157,897,2.13242280794933,1
5157,897,2.01926326170537,2
5158,540,0.111257610760495,1
5158,540,-0.396030198877296,2
5159,143,0.162884148848042,1
5159,143,0.151293419494304,2
5160,132,1.3137403307196,1
5160,132,1.87054240527034,2
5161,733,-0.485968934089528,1
5161,733,0.0816409046198049,2
5162,301,0.186441114700547,1
5162,301,-0.390713059148263,2
5163,956,-0.346275128010319,1
5163,956,-0.350420084622444,2
5164,834,0.202650369117775,1
5164,834,0.397624325328669,2
5165,702,1.08059101422447,1
5165,702,0.470568279455598,2
5166,398,0.530499148294705,1
5166,398,0.659849351155348,2
5167,748,-0.389419221711135,1
5167,748,-0.973046525569225,2
5168,535,2.53871517926681,1
5168,535,3.04696020339131,2
5169,21,-1.16049339814018,1
5169,21,-1.06479521155918,2
5170,803,0.701840991241554,1
5170,933,2.02544259979326,2
5171,121,-0.424147440354832,1
5171,121,-0.201535789855632,2
5172,19,0.757184777677569,1
5172,19,0.290999678571584,2
5173,613,1.04078147201186,1
5173,613,0.340123918740949,2
5174,4,-1.41763204711095,1
5174,657,-0.283146275914262,2
5175,182,0.309976242266522,1
5175,227,-0.314754772551251,2
5176,462,0.634085025937401,1
5176,299,-0.395319717801881,2
5177,761,1.037966736092,1
5177,601,0.813733080896401,2
5178,544,0.217578518341808,1
5178,544,-0.285748545733852,2
5179,176,0.751874283242668,1
5179,176,1.05704188173772,2
5180,692,0.452104083045888,1
5180,692,-0.033797026949862,2
5181,995,1.6457097994537,1
5181,107,0.430718849227739,2
5182,594,-0.79404928732452,1
5182,594,-0.171686172016047,2
5183,888,-1.6244367630041,1
5183,888,-1.15574615886455,2
5184,312,0.783666001907083,1
5184,312,0.32790404759975,2
5185,954,-0.307344782224602,1
5185,954,-0.598176939970125,2
5186,742,1.74451025299653,1
5186,742,1.70667915061968,2
5187,206,-0.932158430997785,1
5187,206,-0.886968037923105,2
5188,436,-1.8633327216665,1
5188,80,-1.68589764204511,2
5189,507,0.927290599042772,1
5189,507,1.18928885960113,2
5190,11,1.32113805772835,1
5190,11,1.84764968608803,2
5191,18,0.725217497320314,1
5191,18,-0.0889480210443906,2
5192,90,1.1142596860277,1
5192,90,1.58282745887174,2
5193,739,1.00805986827042,1
5193,739,0.186977025925354,2
5194,493,0.159152908051183,1
5194,493,-0.0347294510430634,2
5195,723,0.817283647388844,1
5195,723,1.35660358708611,2
5196,651,0.79811047916962,1
5196,366,-1.37970288670322,2
5197,155,0.972315996415382,1
5197,155,1.38315581212267,2
5198,854,0.547259729272441,1
5198,854,0.450720620957913,2
5199,578,0.0563441562612932,1
5199,578,-0.189600428547907,2
5200,386,0.164106360173345,1
5200,386,0.522337757686506,2
5201,872,-0.815973648684844,1
5201,872,-0.378332506191685,2
5202,549,1.07395719733326,1
5202,521,0.374317950286423,2
5203,202,-2.16531283526517,1
5203,202,-2.21498082410002,2
5204,371,-0.930447214564482,1
5204,401,-1.08178338944194,2
5205,299,-0.0313580573611242,1
5205,563,0.669259170375956,2
5206,280,-2.07190063380144,1
5206,280,-1.33087921640322,2
5207,626,-3.50819787664594,1
5207,626,-3.15614478459817,2
5208,623,-0.333404660143359,1
5208,623,-0.375984569833042,2
5209,946,1.82505593125046,1
5209,456,2.44392664262592,2
5210,204,-1.08712797854563,1
5210,907,-0.33599600582509,2
5211,368,-0.247996120608077,1
5211,368,0.0146641724195848,2
5212,925,0.0311447614592944,1
5212,925,0.0375997287779744,2
5213,0,-0.252726302579185,1
5213,0,-0.652850436218778,2
5214,98,1.04656208852996,1
5214,98,1.03409033111365,2
5215,265,0.0520587871891806,1
5215,265,0.00588381283062253,2
5216,916,0.517910241644481,1
5216,697,-0.153179554779535,2
5217,839,-2.12653852414225,1
5217,839,-2.2057176520417,2
5218,36,-0.544167594289844,1
5218,383,0.156201238064949,2
5219,76,-0.978228959360388,1
5219,76,-0.712857551811187,2
5220,639,-0.935133613050955,1
5220,639,-0.337148680326533,2
5221,776,0.508991959244918,1
5221,776,1.32397755842821,2
5222,79,-0.171992513720655,1
5222,79,0.260125301916714,2
5223,316,-0.75374226484471,1
5223,452,-0.298960377741254,2
5224,420,-1.05003964540101,1
5224,420,-1.58655241198622,2
5225,600,-1.12909940029913,1
5225,600,-0.805815700261821,2
5226,953,-1.63545484377061,1
5226,953,-1.2970454778625,2
5227,14,3.20021199377181,1
5227,14,2.48190251426552,2
5228,491,0.457382136279625,1
5228,491,-0.386924326526068,2
5229,899,0.684465510464043,1
5229,899,0.713338734617733,2
5230,467,-0.0788821919133324,1
5230,467,-0.041654509530786,2
5231,143,-1.04406416548032,1
5231,728,-1.56098320395803,2
5232,412,0.861783272872121,1
5232,412,1.40581625130278,2
5233,64,-1.33596151572051,1
5233,73,-0.249367953923293,2
5234,205,-0.334622717575823,1
5234,205,0.484268821538721,2
5235,682,-1.37512048289937,1
5235,682,-1.04347977841877,2
5236,595,-0.444191370055235,1
5236,300,-0.984060179410015,2
5237,582,0.110623272074879,1
5237,112,0.182769936764843,2
5238,805,1.28410488601781,1
5238,805,1.12355416019866,2
5239,189,-0.277759642577445,1
5239,655,-0.971828193081176,2
5240,429,-1.52755525708885,1
5240,429,-1.24802063538606,2
5241,729,0.229480534184779,1
5241,75,0.403996814324189,2
5242,389,0.241256512513373,1
5242,389,-0.469185738168435,2
5243,644,1.20222407716433,1
5243,644,1.46001662028896,2
5244,727,0.360635478419057,1
5244,16,-0.710254907398041,2
5245,903,-0.0666512347046574,1
5245,903,-0.311959698136144,2
5246,257,2.96230430859511,1
5246,257,2.75446564670842,2
5247,452,-0.927019513042958,1
5247,452,-0.985039742677565,2
5248,633,0.605373574096885,1
5248,633,1.47471099099883,2
5249,669,0.689427068048655,1
5249,669,0.301201562842326,2
5250,755,0.58529283131616,1
5250,755,0.584849284256067,2
5251,275,-0.828935765455695,1
5251,442,0.279202494531269,2
5252,763,-1.58690574637619,1
5252,763,-1.51882679253368,2
5253,69,-0.171353870029384,1
5253,69,-0.418872681157005,2
5254,968,-0.560290797089349,1
5254,968,-1.06590787434283,2
5255,182,1.84026563329792,1
5255,182,1.37793277262773,2
5256,51,-0.626812316191218,1
5256,51,-0.570651675180573,2
5257,305,1.93166619407849,1
5257,305,1.63858217453776,2
5258,543,-1.04672995112902,1
5258,543,-1.53844515808709,2
5259,666,1.35820660515518,1
5259,666,1.34329135201844,2
5260,68,-0.733010504803385,1
5260,984,0.176539793934059,2
5261,225,-0.0290000247995993,1
5261,225,0.502705844168205,2
5262,575,0.834948957156762,1
5262,575,0.793590184170143,2
5263,853,0.821659284181833,1
5263,853,0.728067234519062,2
5264,367,0.709636341486406,1
5264,367,0.507955647497862,2
5265,817,1.53493488561445,1
5265,817,1.82656740514503,2
5266,980,2.06982282030822,1
5266,980,1.88553993758622,2
5267,55,-0.131788339239775,1
5267,55,0.116330859342127,2
5268,348,0.0841306659898831,1
5268,348,0.266624535686061,2
5269,522,-1.89492057026488,1
5269,522,-1.51361661364126,2
5270,956,-1.50364800965663,1
5270,956,-1.10560593509998,2
5271,483,0.493094288550548,1
5271,483,0.420667209662124,2
5272,16,1.03204056130637,1
5272,16,0.945967369582146,2
5273,12,-0.0418277078346195,1
5273,12,0.609720091756234,2
5274,73,-0.188982196912461,1
5274,73,0.0432255097146595,2
5275,10,-0.251472887192122,1
5275,970,-0.471910111652354,2
5276,28,2.3671975091756,1
5276,636,1.00645273493827,2
5277,423,-0.709852154104857,1
5277,423,-1.08230517942864,2
5278,693,-0.225260094934407,1
5278,693,0.0450951560225632,2
5279,672,0.239058910757981,1
5279,672,-0.113558573835876,2
5280,645,-1.07612655790262,1
5280,645,-0.604488905565215,2
5281,242,-0.288885126496404,1
5281,242,-0.977784923498613,2
5282,866,-0.628608960330158,1
5282,866,-0.704828614305648,2
5283,727,3.43231736871126,1
5283,234,2.87276209270402,2
5284,520,-0.669458662830604,1
5284,520,-0.862017604031266,2
5285,482,-0.0539415616740059,1
5285,482,0.268311721408974,2
5286,739,-0.856470128217957,1
5286,739,-0.5364065661602,2
5287,127,-0.68001132952282,1
5287,270,-0.832501384299133,2
5288,744,0.938997163245702,1
5288,744,1.2308683581375,2
5289,452,1.22717373323455,1
5289,452,0.749601344820258,2
5290,651,0.456104677125673,1
5290,651,0.667258274355317,2
5291,714,-0.121303858359868,1
5291,812,-0.480876638390276,2
5292,234,0.361534210512122,1
5292,234,-0.187712329194678,2
5293,671,1.10284973242765,1
5293,671,1.35425460464454,2
5294,172,-1.68147704318723,1
5294,188,-1.87633236050099,2
5295,102,-0.0348377487206505,1
5295,102,-0.31191013011587,2
5296,439,0.179540433239035,1
5296,439,0.73554225473675,2
5297,499,1.30781836015276,1
5297,499,1.83109292539481,2
5298,96,-0.851033682705893,1
5298,96,-0.693535151775067,2
5299,806,-0.72081507600654,1
5299,806,-0.37931245906107,2
5300,632,0.299851937163561,1
5300,632,0.973260478370319,2
5301,690,-1.39604818622977,1
5301,690,-1.23006458198733,2
5302,544,0.761759931556227,1
5302,544,0.501742245485265,2
5303,746,0.569874057007571,1
5303,746,0.0868319801575609,2
5304,377,-0.254592961967724,1
5304,377,-0.622001544360805,2
5305,390,1.93084224172398,1
5305,390,2.1230519442873,2
5306,321,-0.538089065519052,1
5306,321,-1.02013892892624,2
5307,750,0.279949537019345,1
5307,180,0.844374555807178,2
5308,681,0.30456506501519,1
5308,681,0.985493812975363,2
5309,348,-0.238652823548285,1
5309,348,-0.143182881547057,2
5310,968,1.25080856585261,1
5310,968,1.05906433673882,2
5311,279,-2.48815080038007,1
5311,279,-2.24208243476234,2
5312,466,-0.0065169781404556,1
5312,466,0.197066014594636,2
5313,976,1.44072631810143,1
5313,417,1.71818351768674,2
5314,774,-0.991425831010893,1
5314,774,-1.38075615010702,2
5315,913,0.692299815439047,1
5315,913,1.08298582704721,2
5316,882,-0.18554232708851,1
5316,882,-0.290333689360277,2
5317,701,0.315400552305344,1
5317,701,0.171104712836518,2
5318,480,1.13604443512552,1
5318,563,1.30017327014335,2
5319,405,0.51457730803112,1
5319,405,0.855441630840514,2
5320,93,0.0547373444983831,1
5320,66,-0.513932741364588,2
5321,790,1.09891006376434,1
5321,681,0.305322212365482,2
5322,790,1.52248843969197,1
5322,790,1.52936991002522,2
5323,776,-1.76206691363468,1
5323,820,-1.0380530417482,2
5324,459,-0.155899564530141,1
5324,459,-0.024281788723869,2
5325,366,-1.55903251830834,1
5325,366,-1.16254982753335,2
5326,869,0.113282624454861,1
5326,900,-1.17070587958936,2
5327,631,-0.558543593183376,1
5327,631,-0.360851490269054,2
5328,949,2.06542710083244,1
5328,910,2.70826835822405,2
5329,667,0.473600999774813,1
5329,667,0.535028605817274,2
5330,480,0.201994740727943,1
5330,480,0.0710382909178717,2
5331,169,0.00450744857299001,1
5331,169,-0.647338695836393,2
5332,42,-1.16890419223445,1
5332,42,-1.23826975048545,2
5333,974,-1.17242299857209,1
5333,974,-0.570080955433967,2
5334,258,-1.14368380878314,1
5334,258,-1.41596224851932,2
5335,949,-0.487462530166192,1
5335,949,-0.569055239320831,2
5336,399,-3.62823073096567,1
5336,399,-3.75294647922444,2
5337,417,-0.301952017508557,1
5337,417,-0.171004279462907,2
5338,672,0.978848565202227,1
5338,672,0.0982998594924516,2
5339,865,-0.414835791459513,1
5339,865,-0.309264503052531,2
5340,708,0.157781978589723,1
5340,708,0.11944206149424,2
5341,239,-0.222713917868635,1
5341,525,-1.28479317570068,2
5342,96,2.03373601047482,1
5342,799,2.33983110462014,2
5343,287,-1.29349901925382,1
5343,287,-0.679876422901572,2
5344,852,1.33818898536688,1
5344,852,0.698603967321196,2
5345,986,-0.115838797877489,1
5345,175,-0.934933350123989,2
5346,542,0.169617965356291,1
5346,203,1.07465198663226,2
5347,647,-1.62723081715891,1
5347,647,-1.6581333567926,2
5348,390,1.23844895787452,1
5348,651,2.26320383097578,2
5349,801,0.131713443089229,1
5349,801,-0.184888941135454,2
5350,129,2.24742207392379,1
5350,129,3.05846236764599,2
5351,380,0.159139941874688,1
5351,380,-0.109886055336981,2
5352,11,0.52981050725451,1
5352,20,-0.00737939817125344,2
5353,817,0.151438904719415,1
5353,817,-0.246648238892187,2
5354,530,0.73984505744447,1
5354,919,0.636820191083317,2
5355,115,-1.06981621597507,1
5355,115,-0.76726536464571,2
5356,303,0.20516639249772,1
5356,303,-0.130427155902868,2
5357,798,-0.334287688840754,1
5357,798,-0.00955564340150535,2
5358,755,-0.173229826609896,1
5358,755,0.150871358762856,2
5359,790,1.73638038955317,1
5359,790,0.707960745778751,2
5360,175,-2.4899780225376,1
5360,175,-2.2653492621728,2
5361,467,0.0391245774633508,1
5361,467,0.0254521472288974,2
5362,278,0.5794155528354,1
5362,278,0.576818764643373,2
5363,192,-1.6235884100223,1
5363,192,-1.4281520913337,2
5364,428,0.646378837989386,1
5364,428,0.457072809452926,2
5365,689,-0.175933547588522,1
5365,758,0.190018855999667,2
5366,262,-2.19199108645146,1
5366,262,-1.98777147093934,2
5367,459,0.702108461413862,1
5367,459,1.39921287258588,2
5368,814,1.94117830761311,1
5368,814,2.68147888617015,2
5369,997,-1.74103851774437,1
5369,997,-1.5105985030104,2
5370,218,-1.29288094983412,1
5370,968,-1.13952677077425,2
5371,506,-0.914187768069234,1
5371,506,-0.877336527064139,2
5372,236,0.619957743174837,1
5372,236,-0.21620757024947,2
5373,404,0.763379757127524,1
5373,404,0.954684665365887,2
5374,100,-0.529034480443308,1
5374,100,0.0588212899032722,2
5375,218,-0.521373458674031,1
5375,218,-0.756234429057645,2
5376,486,2.33654833595395,1
5376,343,3.27052517591995,2
5377,272,-0.185517171472882,1
5377,397,0.16830803139501,2
5378,698,-1.12679002094532,1
5378,84,-1.3837493840193,2
5379,880,-1.83157992019582,1
5379,679,-2.3292117635662,2
5380,767,-0.215976388640229,1
5380,767,-0.280469811434534,2
5381,580,-0.0948941180140186,1
5381,580,-0.0284134465239925,2
5382,64,1.48646296874695,1
5382,723,1.10699209741224,2
5383,822,-0.0270731805610247,1
5383,938,-0.223286738670097,2
5384,555,-0.155833083737915,1
5384,59,-0.694579645379247,2
5385,914,-2.12187985056575,1
5385,914,-2.01699651982829,2
5386,886,-0.627895748040872,1
5386,886,-0.876243750014262,2
5387,416,-0.0106725840665456,1
5387,416,-1.16265125304544,2
5388,607,-2.07356484192084,1
5388,607,-1.72608235735561,2
5389,875,-1.34608470017893,1
5389,875,-1.73779054436031,2
5390,628,-1.41945801139186,1
5390,628,-1.10957130805146,2
5391,325,-0.316207984706044,1
5391,325,0.0266591004936921,2
5392,588,-0.233836676631431,1
5392,588,-0.321718270818882,2
5393,504,0.265615511105038,1
5393,504,0.153239576786105,2
5394,226,2.30236795961277,1
5394,226,1.67049974637664,2
5395,801,0.172157179379196,1
5395,397,0.818402950157331,2
5396,579,0.780272593530984,1
5396,579,0.974317506265396,2
5397,174,-0.472936091860452,1
5397,443,0.221097627982282,2
5398,890,1.81291329339194,1
5398,890,1.41466179435325,2
5399,963,-0.483231541848913,1
5399,963,-0.543480745306361,2
5400,892,-0.731560052342956,1
5400,892,-0.905889734965265,2
5401,337,0.717781019913073,1
5401,337,0.674304788308117,2
5402,963,2.47254884180966,1
5402,613,1.52934563321682,2
5403,849,0.614269245146017,1
5403,849,-5.67554950884897e-05,2
5404,741,-1.01913716414175,1
5404,741,-0.20244229719132,2
5405,72,1.13653577402753,1
5405,72,0.776802343488939,2
5406,717,-0.121494843373705,1
5406,717,0.421966807533304,2
5407,558,-0.126687598868975,1
5407,558,-0.184014202366053,2
5408,656,-0.341282530290268,1
5408,508,-0.620411931847023,2
5409,195,0.626147325715256,1
5409,195,0.773525386378721,2
5410,544,-1.13034139187843,1
5410,544,-1.8447421520041,2
5411,482,0.137610245965625,1
5411,268,0.70464264317645,2
5412,452,1.40477167386511,1
5412,452,0.79682687987826,2
5413,267,-2.7632350063702,1
5413,267,-3.02524504459824,2
5414,945,1.69948598705048,1
5414,904,0.44819870740874,2
5415,817,0.351890523087306,1
5415,817,-0.797088935639811,2
5416,286,-0.206143309415224,1
5416,286,0.0819318622174751,2
5417,874,-0.433182573266207,1
5417,514,-0.771818082031374,2
5418,443,2.42014300923678,1
5418,443,2.33807350856353,2
5419,842,-0.953250918317325,1
5419,842,-1.66433192834069,2
5420,737,-2.30563019957015,1
5420,226,-0.544914542727888,2
5421,47,-0.123775700794613,1
5421,383,0.0639513741603045,2
5422,646,0.929816817562164,1
5422,646,1.49864898121165,2
5423,658,0.300487301101894,1
5423,658,-0.078685175164632,2
5424,360,0.9870012079404,1
5424,360,1.46678069795109,2
5425,146,1.41431832386658,1
5425,146,1.55473515294749,2
5426,685,-2.83355743129828,1
5426,744,-1.32857071921112,2
5427,784,0.0529223099464629,1
5427,784,0.537261940671587,2
5428,705,-0.563064105405977,1
5428,705,-0.660843508374535,2
5429,223,-0.406944441785224,1
5429,223,0.186717257954305,2
5430,535,2.76965705973218,1
5430,535,2.22141952134538,2
5431,568,0.338018233172098,1
5431,568,0.165220007323634,2
5432,802,0.387095734456419,1
5432,862,-0.0751948057877118,2
5433,648,0.260907890747466,1
5433,648,-0.141235243685331,2
5434,370,1.69037490899165,1
5434,370,1.82965682692645,2
5435,992,0.124738648714325,1
5435,992,0.0908566820557005,2
5436,881,-0.256045412233188,1
5436,881,-0.158557103449269,2
5437,302,1.13294695376904,1
