i,j,t,y,alpha,psi,lambda_t,eps,mover
5148,538,2,-0.715775320327723,-0.492190924375357,-0.301019101675869,0.05,0.0274347057235034,FALSE
5149,782,1,-1.27632561434925,-0.478686769821278,-0.934509750115368,0,0.136870905587401,TRUE
5149,374,2,-0.144685258133741,-0.478686769821278,-0.0473596167968306,0.05,0.331361128484368,TRUE
5150,556,1,-1.23242197851564,-0.637734260110071,-0.878097121953893,0,0.283409403548321,FALSE
5150,556,2,-1.61416707473012,-0.637734260110071,-0.878097121953893,0.05,-0.148335692666157,FALSE
5151,470,1,-0.0454281996998741,0.103420706841276,-0.309079704138607,0,0.160230797597457,FALSE
5151,470,2,-0.31571996370665,0.103420706841276,-0.309079704138607,0.05,-0.160060966409318,FALSE
5152,103,1,1.265732920322,1.26229835926168,-0.32604107969833,0,0.329475640758645,FALSE
5152,103,2,1.23451647864025,1.26229835926168,-0.32604107969833,0.05,0.248259199076898,FALSE
5153,108,1,-2.02573748956467,-1.02429911136656,-0.962454140096647,0,-0.0389842381014628,FALSE
5153,108,2,-1.83353026336898,-1.02429911136656,-0.962454140096647,0.05,0.103222988094223,FALSE
5154,9,1,0.591511638263924,-0.0990034590490781,0.393013049854174,0,0.297502047458828,FALSE
5154,9,2,0.358509076207139,-0.0990034590490781,0.393013049854174,0.05,0.0144994854020436,FALSE
5155,359,1,0.372952209812632,-0.482566864635336,0.687817560876235,0,0.167701513571733,FALSE
5155,359,2,0.839843516880813,-0.482566864635336,0.687817560876235,0.05,0.584592820639914,FALSE
5156,891,1,0.216652401419393,1.41320322147466,-1.32900715652973,0,0.132456336474465,FALSE
5156,891,2,0.209426694038852,1.41320322147466,-1.32900715652973,0.05,0.0752306290939241,FALSE
5157,897,1,2.13242280794933,1.9277281824019,0.354272625526089,0,-0.14957799997866,FALSE
5157,897,2,2.01926326170537,1.9277281824019,0.354272625526089,0.05,-0.312737546222616,FALSE
5158,540,1,0.111257610760495,0.500733127839078,-0.723339256941565,0,0.333863739862982,FALSE
5158,540,2,-0.396030198877296,0.500733127839078,-0.723339256941565,0.05,-0.223424069774809,FALSE
5159,143,1,0.162884148848042,0.0663108751126725,0.0767377500748686,0,0.0198355236605013,FALSE
5159,143,2,0.151293419494304,0.0663108751126725,0.0767377500748686,0.05,-0.0417552056932373,FALSE
5160,132,1,1.3137403307196,1.36624980298819,-0.0059569096753347,0,-0.0465525625932562,FALSE
5160,132,2,1.87054240527034,1.36624980298819,-0.0059569096753347,0.05,0.460249511957483,FALSE
5161,733,1,-0.485968934089528,-0.461615131638163,0.117662010684673,0,-0.142015813136038,FALSE
5161,733,2,0.0816409046198049,-0.461615131638163,0.117662010684673,0.05,0.375594025573295,FALSE
5162,301,1,0.186441114700547,-0.056820381470355,-0.154499577191578,0,0.39776107336248,FALSE
5162,301,2,-0.390713059148263,-0.056820381470355,-0.154499577191578,0.05,-0.22939310048633,FALSE
5163,956,1,-0.346275128010319,1.05022857914546,-0.877274591554104,0,-0.51922911560168,FALSE
5163,956,2,-0.350420084622444,1.05022857914546,-0.877274591554104,0.05,-0.573374072213805,FALSE
5164,834,1,0.202650369117775,0.10571373539749,0.117286349327911,0,-0.0203497156076261,FALSE
5164,834,2,0.397624325328669,0.10571373539749,0.117286349327911,0.05,0.124624240603268,FALSE
5165,702,1,1.08059101422447,-0.475412846638052,1.13042244749671,0,0.425581413365813,FALSE
5165,702,2,0.470568279455598,-0.475412846638052,1.13042244749671,0.05,-0.234441321403061,FALSE
5166,398,1,0.530499148294705,0.184986351845422,0.377387042043399,0,-0.0318742455941165,FALSE
5166,398,2,0.659849351155348,0.184986351845422,0.377387042043399,0.05,0.0474759572665263,FALSE
5167,748,1,-0.389419221711135,-0.447633825506989,-0.418025669520476,0,0.47624027331633,FALSE
5167,748,2,-0.973046525569225,-0.447633825506989,-0.418025669520476,0.05,-0.15738703054176,FALSE
5168,535,1,2.53871517926681,1.86991842288677,0.638665782309292,0,0.030130974070744,FALSE
5168,535,2,3.04696020339131,1.86991842288677,0.638665782309292,0.05,0.48837599819525,FALSE
5169,21,1,-1.16049339814018,-0.38322360709269,-0.744339618353948,0,-0.0329301726935446,FALSE
5169,21,2,-1.06479521155918,-0.38322360709269,-0.744339618353948,0.05,0.01276801388746,FALSE
5170,803,1,0.701840991241554,0.940762582355678,0.0242333686810072,0,-0.263154959795131,TRUE
5170,933,2,2.02544259979326,0.940762582355678,0.476152412631484,0.05,0.558527604806099,TRUE
5171,121,1,-0.424147440354832,0.00114037939802183,-0.4056595645027,0,-0.0196282552501534,FALSE
5171,121,2,-0.201535789855632,0.00114037939802183,-0.4056595645027,0.05,0.152983395249047,FALSE
5172,19,1,0.757184777677569,1.33035103673469,-0.632138578971698,0,0.0589723199145807,FALSE
5172,19,2,0.290999678571584,1.33035103673469,-0.632138578971698,0.05,-0.457212779191405,FALSE
5173,613,1,1.04078147201186,0.930724347311392,-0.323669488884588,0,0.43372661358506,FALSE
5173,613,2,0.340123918740949,0.930724347311392,-0.323669488884588,0.05,-0.316930939685855,FALSE
5174,4,1,-1.41763204711095,-0.648756927555097,-0.548981428986506,0,-0.21989369056935,TRUE
5174,657,2,-0.283146275914262,-0.648756927555097,0.674418722430206,0.05,-0.358808070789371,TRUE
5175,182,1,0.309976242266522,0.282057595472141,0.183816399031896,0,-0.155897752237515,TRUE
5175,227,2,-0.314754772551251,0.282057595472141,-0.229910200695241,0.05,-0.416902167328151,TRUE
5176,462,1,0.634085025937401,-0.145816428129493,0.347893022114424,0,0.432008431952471,TRUE
5176,299,2,-0.395319717801881,-0.145816428129493,0.0172351710896311,0.05,-0.316738460762019,TRUE
5177,761,1,1.037966736092,0.502782858153291,0.921981417618034,0,-0.386797539679328,TRUE
5177,601,2,0.813733080896401,0.502782858153291,0.0853788627299419,0.05,0.175571360013169,TRUE
5178,544,1,0.217578518341808,-0.0463609106163997,-0.104382761023676,0,0.368322189981884,FALSE
5178,544,2,-0.285748545733852,-0.0463609106163997,-0.104382761023676,0.05,-0.185004874093776,FALSE
5179,176,1,0.751874283242668,0.470334653258416,0.473966926866136,0,-0.192427296881884,FALSE
5179,176,2,1.05704188173772,0.470334653258416,0.473966926866136,0.05,0.0627403016131717,FALSE
5180,692,1,0.452104083045888,-0.116979104080516,0.164260886305426,0,0.404822300820977,FALSE
5180,692,2,-0.033797026949862,-0.116979104080516,0.164260886305426,0.05,-0.131078809174773,FALSE
5181,995,1,1.6457097994537,0.955642402601893,0.833922817985082,0,-0.143855421133275,TRUE
5181,107,2,0.430718849227739,0.955642402601893,-0.492957498329897,0.05,-0.0819660550442576,TRUE
5182,594,1,-0.79404928732452,0.313166943227935,-0.63295347935276,0,-0.474262751199695,FALSE
5182,594,2,-0.171686172016047,0.313166943227935,-0.63295347935276,0.05,0.0981003641087776,FALSE
5183,888,1,-1.6244367630041,-1.31586542685489,-0.0201719085047346,0,-0.28839942764448,FALSE
5183,888,2,-1.15574615886455,-1.31586542685489,-0.0201719085047346,0.05,0.130291176495073,FALSE
5184,312,1,0.783666001907083,-0.0207296794375628,0.250524705859024,0,0.553870975485622,FALSE
5184,312,2,0.32790404759975,-0.0207296794375628,0.250524705859024,0.05,0.048109021178289,FALSE
5185,954,1,-0.307344782224602,-0.336662904733371,-0.111517525263993,0,0.140835647772762,FALSE
5185,954,2,-0.598176939970125,-0.336662904733371,-0.111517525263993,0.05,-0.199996509972761,FALSE
5186,742,1,1.74451025299653,1.11643673864278,0.768522165624539,0,-0.140448651270787,FALSE
5186,742,2,1.70667915061968,1.11643673864278,0.768522165624539,0.05,-0.228279753647632,FALSE
5187,206,1,-0.932158430997785,-1.15166933686074,0.0280975136700362,0,0.191413392192916,FALSE
5187,206,2,-0.886968037923105,-1.15166933686074,0.0280975136700362,0.05,0.186603785267596,FALSE
5188,436,1,-1.8633327216665,-2.04499496770188,0.234434900789853,0,-0.0527726547544793,TRUE
5188,80,2,-1.68589764204511,-2.04499496770188,0.00527896545475446,0.05,0.303818360202008,TRUE
5189,507,1,0.927290599042772,0.467675329647353,0.814515148605418,0,-0.354899879209999,FALSE
5189,507,2,1.18928885960113,0.467675329647353,0.814515148605418,0.05,-0.142901618651645,FALSE
5190,11,1,1.32113805772835,0.941962064122669,0.518552695513846,0,-0.139376701908168,FALSE
5190,11,2,1.84764968608803,0.941962064122669,0.518552695513846,0.05,0.337134926451519,FALSE
5191,18,1,0.725217497320314,0.452910356116704,-0.263120329367906,0,0.535427470571516,FALSE
5191,18,2,-0.0889480210443906,0.452910356116704,-0.263120329367906,0.05,-0.328738047793189,FALSE
5192,90,1,1.1142596860277,1.35278265051485,-0.010504149955348,0,-0.228018814531804,FALSE
5192,90,2,1.58282745887174,1.35278265051485,-0.010504149955348,0.05,0.190548958312239,FALSE
5193,739,1,1.00805986827042,0.901955687705,-0.509357052273494,0,0.615461232838918,FALSE
5193,739,2,0.186977025925354,0.901955687705,-0.509357052273494,0.05,-0.255621609506152,FALSE
5194,493,1,0.159152908051183,-0.930310131580784,0.871417135661991,0,0.218045903969976,FALSE
5194,493,2,-0.0347294510430634,-0.930310131580784,0.871417135661991,0.05,-0.02583645512427,FALSE
5195,723,1,0.817283647388844,0.930524994346825,0.253528556577518,0,-0.366769903535498,FALSE
5195,723,2,1.35660358708611,0.930524994346825,0.253528556577518,0.05,0.122550036161768,FALSE
5196,651,1,0.79811047916962,-0.588776640838963,0.903378746659493,0,0.48350837334909,TRUE
5196,366,2,-1.37970288670322,-0.588776640838963,-0.347896652461422,0.05,-0.493029593402837,TRUE
5197,155,1,0.972315996415382,1.1050875580454,-0.173428474790325,0,0.0406569131603039,FALSE
5197,155,2,1.38315581212267,1.1050875580454,-0.173428474790325,0.05,0.401496728867594,FALSE
5198,854,1,0.547259729272441,0.992881907632339,-0.0428191336996338,0,-0.402803044660265,FALSE
5198,854,2,0.450720620957913,0.992881907632339,-0.0428191336996338,0.05,-0.549342152974792,FALSE
5199,578,1,0.0563441562612932,-0.0497880401457014,0.134087865282798,0,-0.0279556688758037,FALSE
5199,578,2,-0.189600428547907,-0.0497880401457014,0.134087865282798,0.05,-0.323900253685004,FALSE
5200,386,1,0.164106360173345,1.06793715834658,-0.360566848886869,0,-0.543263949286366,FALSE
5200,386,2,0.522337757686506,1.06793715834658,-0.360566848886869,0.05,-0.235032551773205,FALSE
5201,872,1,-0.815973648684844,-0.267897522190875,-0.362844128044208,0,-0.185231998449761,FALSE
5201,872,2,-0.378332506191685,-0.267897522190875,-0.362844128044208,0.05,0.202409144043398,FALSE
5202,549,1,1.07395719733326,1.01100559908234,0.56000835512585,0,-0.497056756874924,TRUE
5202,521,2,0.374317950286423,1.01100559908234,-0.389048729546165,0.05,-0.297638919249749,TRUE
5203,202,1,-2.16531283526517,-2.30643455019036,0.197057770669049,0,-0.0559360557438587,FALSE
5203,202,2,-2.21498082410002,-2.30643455019036,0.197057770669049,0.05,-0.155604044578715,FALSE
5204,371,1,-0.930447214564482,-1.05139227913831,0.127039570954437,0,-0.00609450638060425,TRUE
5204,401,2,-1.08178338944194,-1.05139227913831,-0.292264524291642,0.05,0.211873413988014,TRUE
5205,299,1,-0.0313580573611242,0.14755742455189,0.0172351710896311,0,-0.196150653002645,TRUE
5205,563,2,0.669259170375956,0.14755742455189,0.256678531783796,0.05,0.21502321404027,TRUE
5206,280,1,-2.07190063380144,-0.510659669728227,-0.991887212016997,0,-0.569353752056213,FALSE
5206,280,2,-1.33087921640322,-0.510659669728227,-0.991887212016997,0.05,0.121667665342003,FALSE
5207,626,1,-3.50819787664594,-2.66795823659219,-0.323197414091143,0,-0.517042225962605,FALSE
5207,626,2,-3.15614478459817,-2.66795823659219,-0.323197414091143,0.05,-0.214989133914836,FALSE
5208,623,1,-0.333404660143359,-0.835230624377586,0.573281401738104,0,-0.0714554375038765,FALSE
5208,623,2,-0.375984569833042,-0.835230624377586,0.573281401738104,0.05,-0.164035347193559,FALSE
5209,946,1,1.82505593125046,1.61395858579347,0.339132193128839,0,-0.12803484767185,TRUE
5209,456,2,2.44392664262592,1.61395858579347,0.847220510251223,0.05,-0.0672524534187664,TRUE
5210,204,1,-1.08712797854563,-1.20877889007238,0.16234896388153,0,-0.0406980523547811,TRUE
5210,907,2,-0.33599600582509,-1.20877889007238,0.486897197969346,0.05,0.335885686277946,TRUE
5211,368,1,-0.247996120608077,0.166938041160069,-0.320653805534184,0,-0.0942803562339621,FALSE
5211,368,2,0.0146641724195848,0.166938041160069,-0.320653805534184,0.05,0.1183799367937,FALSE
5212,925,1,0.0311447614592944,-0.493898645223734,0.703238843055437,0,-0.178195436372409,FALSE
5212,925,2,0.0375997287779744,-0.493898645223734,0.703238843055437,0.05,-0.221740469053729,FALSE
5213,0,1,-0.252726302579185,0.0183160017591458,-0.41814837018148,0,0.14710606584315,FALSE
5213,0,2,-0.652850436218778,0.0183160017591458,-0.41814837018148,0.05,-0.303018067796444,FALSE
5214,98,1,1.04656208852996,-0.177364947696921,0.904678665120712,0,0.319248371106168,FALSE
5214,98,2,1.03409033111365,-0.177364947696921,0.904678665120712,0.05,0.256776613689861,FALSE
5215,265,1,0.0520587871891806,-0.135914238141756,-0.105934144299052,0,0.293907169629989,FALSE
5215,265,2,0.00588381283062253,-0.135914238141756,-0.105934144299052,0.05,0.197732195271431,FALSE
5216,916,1,0.517910241644481,-0.122508155169796,0.536282850873861,0,0.104135545940415,TRUE
5216,697,2,-0.153179554779535,-0.122508155169796,-0.214637641840493,0.05,0.133966242230754,TRUE
5217,839,1,-2.12653852414225,-2.17699358942494,-0.0370697031475177,0,0.0875247684302105,FALSE
5217,839,2,-2.2057176520417,-2.17699358942494,-0.0370697031475177,0.05,-0.0416543594692421,FALSE
5218,36,1,-0.544167594289844,0.000559584625123736,-0.266341678274648,0,-0.27838550064032,TRUE
5218,383,2,0.156201238064949,0.000559584625123736,0.267954171824306,0.05,-0.162312518384481,TRUE
5219,76,1,-0.978228959360388,0.12835196484847,-1.12631722228663,0,0.0197362980777732,FALSE
5219,76,2,-0.712857551811187,0.12835196484847,-1.12631722228663,0.05,0.235107705626974,FALSE
5220,639,1,-0.935133613050955,0.412336687584628,-1.02886795446059,0,-0.318602346174996,FALSE
5220,639,2,-0.337148680326533,0.412336687584628,-1.02886795446059,0.05,0.229382586549426,FALSE
5221,776,1,0.508991959244918,1.36723917292648,-0.038454681024078,0,-0.81979253265748,FALSE
5221,776,2,1.32397755842821,1.36723917292648,-0.038454681024078,0.05,-0.0548069334741927,FALSE
5222,79,1,-0.171992513720655,0.0367601401988459,0.213239942310475,0,-0.421992596229976,FALSE
5222,79,2,0.260125301916714,0.0367601401988459,0.213239942310475,0.05,-0.0398747805926072,FALSE
5223,316,1,-0.75374226484471,0.270771895991867,-1.20563947341765,0,0.181125312581071,TRUE
5223,452,2,-0.298960377741254,0.270771895991867,0.121677140180762,0.05,-0.741409413913882,TRUE
5224,420,1,-1.05003964540101,-1.42765630977467,0.268793681986541,0,0.108822982387123,FALSE
5224,420,2,-1.58655241198622,-1.42765630977467,0.268793681986541,0.05,-0.477689784198094,FALSE
5225,600,1,-1.12909940029913,0.0995746809256668,-0.863467783679982,0,-0.365206297544811,FALSE
5225,600,2,-0.805815700261821,0.0995746809256668,-0.863467783679982,0.05,-0.0919225975075062,FALSE
5226,953,1,-1.63545484377061,-1.55545187835766,-0.207615551025342,0,0.127612585612392,FALSE
5226,953,2,-1.2970454778625,-1.55545187835766,-0.207615551025342,0.05,0.416021951520504,FALSE
5227,14,1,3.20021199377181,1.9984893050234,0.834352860054381,0,0.367369828694022,FALSE
5227,14,2,2.48190251426552,1.9984893050234,0.834352860054381,0.05,-0.400939650812265,FALSE
5228,491,1,0.457382136279625,-0.357022568847804,0.209163219540824,0,0.605241485586605,FALSE
5228,491,2,-0.386924326526068,-0.357022568847804,0.209163219540824,0.05,-0.289064977219088,FALSE
5229,899,1,0.684465510464043,0.352160890026348,0.314691444302893,0,0.0176131761348012,FALSE
5229,899,2,0.713338734617733,0.352160890026348,0.314691444302893,0.05,-0.00351359971150851,FALSE
5230,467,1,-0.0788821919133324,0.441335798429958,-0.339288960722642,0,-0.180929029620648,FALSE
5230,467,2,-0.041654509530786,0.441335798429958,-0.339288960722642,0.05,-0.193701347238102,FALSE
5231,143,1,-1.04406416548032,-1.30749298175472,0.0767377500748686,0,0.186691066199532,TRUE
5231,728,2,-1.56098320395803,-1.30749298175472,-0.450425819391368,0.05,0.146935597188059,TRUE
5232,412,1,0.861783272872121,0.466880857399669,0.750637973196922,0,-0.35573555772447,FALSE
5232,412,2,1.40581625130278,0.466880857399669,0.750637973196922,0.05,0.13829742070619,FALSE
5233,64,1,-1.33596151572051,-1.07289994496582,-0.171927836911859,0,-0.0911337338428354,TRUE
5233,73,2,-0.249367953923293,-1.07289994496582,0.846375967520813,0.05,-0.0728439764782895,TRUE
5234,205,1,-0.334622717575823,0.458505667493202,-0.389253930892612,0,-0.403874454176412,FALSE
5234,205,2,0.484268821538721,0.458505667493202,-0.389253930892612,0.05,0.365017084938131,FALSE
5235,682,1,-1.37512048289937,-0.618805090882675,-0.547405498116875,0,-0.208909893899817,FALSE
5235,682,2,-1.04347977841877,-0.618805090882675,-0.547405498116875,0.05,0.0727308105807788,FALSE
5236,595,1,-0.444191370055235,-0.679937391524609,0.640929438581091,0,-0.405183417111717,TRUE
5236,300,2,-0.984060179410015,-0.679937391524609,-0.197584929689415,0.05,-0.156537858195991,TRUE
5237,582,1,0.110623272074879,0.414206182097416,-0.723893076768995,0,0.420310166746458,TRUE
5237,112,2,0.182769936764843,0.414206182097416,-0.48894916819929,0.05,0.207512922866716,TRUE
5238,805,1,1.28410488601781,0.366427285746921,0.666667265565686,0,0.251010334705204,FALSE
5238,805,2,1.12355416019866,0.366427285746921,0.666667265565686,0.05,0.0404596088860506,FALSE
5239,189,1,-0.277759642577445,-0.248906664495431,0.493408023931291,0,-0.522261002013305,TRUE
5239,655,2,-0.971828193081176,-0.248906664495431,-0.13579997706957,0.05,-0.637121551516176,TRUE
5240,429,1,-1.52755525708885,-0.736329424522719,-0.364645756768416,0,-0.426580075797718,FALSE
5240,429,2,-1.24802063538606,-0.736329424522719,-0.364645756768416,0.05,-0.197045454094921,FALSE
5241,729,1,0.229480534184779,0.194005755434863,0.495228840288168,0,-0.459754061538252,TRUE
5241,75,2,0.403996814324189,0.194005755434863,0.452333544799483,0.05,-0.292342485910157,TRUE
5242,389,1,0.241256512513373,-0.0487537818800853,-0.139681241487853,0,0.429691535881311,FALSE
5242,389,2,-0.469185738168435,-0.0487537818800853,-0.139681241487853,0.05,-0.330750714800497,FALSE
5243,644,1,1.20222407716433,0.95950047987295,-0.0357931630136002,0,0.278516760304981,FALSE
5243,644,2,1.46001662028896,0.95950047987295,-0.0357931630136002,0.05,0.486309303429612,FALSE
5244,727,1,0.360635478419057,-0.632083935907471,0.813843710798995,0,0.178875703527533,TRUE
5244,16,2,-0.710254907398041,-0.632083935907471,-0.0484666773526943,0.05,-0.0797042941378759,TRUE
5245,903,1,-0.0666512347046574,-0.123067474017374,-0.0345547503982475,0,0.0909709897109644,FALSE
5245,903,2,-0.311959698136144,-0.123067474017374,-0.0345547503982475,0.05,-0.204337473720523,FALSE
5246,257,1,2.96230430859511,2.2707832168022,0.738959912395377,0,-0.0474388206024705,FALSE
5246,257,2,2.75446564670842,2.2707832168022,0.738959912395377,0.05,-0.305277482489161,FALSE
5247,452,1,-0.927019513042958,-1.28391642562985,0.121677140180762,0,0.23521977240613,FALSE
5247,452,2,-0.985039742677565,-1.28391642562985,0.121677140180762,0.05,0.127199542771523,FALSE
5248,633,1,0.605373574096885,0.317251422360256,0.641551648903721,0,-0.353429497167091,FALSE
5248,633,2,1.47471099099883,0.317251422360256,0.641551648903721,0.05,0.465907919734853,FALSE
5249,669,1,0.689427068048655,0.410650514231095,-0.0766033020996264,0,0.355379855917187,FALSE
5249,669,2,0.301201562842326,0.410650514231095,-0.0766033020996264,0.05,-0.082845649289142,FALSE
5250,755,1,0.58529283131616,-0.448890499888346,0.552210030440753,0,0.481973300763754,FALSE
5250,755,2,0.584849284256067,-0.448890499888346,0.552210030440753,0.05,0.431529753703661,FALSE
5251,275,1,-0.828935765455695,-0.709676063028738,-0.421677022447294,0,0.302417320020336,TRUE
5251,442,2,0.279202494531269,-0.709676063028738,0.531895414880333,0.05,0.406983142679674,TRUE
5252,763,1,-1.58690574637619,-1.45720406104054,0.0192376983783353,0,-0.148939383713977,FALSE
5252,763,2,-1.51882679253368,-1.45720406104054,0.0192376983783353,0.05,-0.130860429871473,FALSE
5253,69,1,-0.171353870029384,-1.41759645000403,0.494444102927059,0,0.751798477047588,FALSE
5253,69,2,-0.418872681157005,-1.41759645000403,0.494444102927059,0.05,0.454279665919967,FALSE
5254,968,1,-0.560290797089349,-0.264020690520718,-0.367272436631595,0,0.0710023300629635,FALSE
5254,968,2,-1.06590787434283,-0.264020690520718,-0.367272436631595,0.05,-0.484614747190521,FALSE
5255,182,1,1.84026563329792,1.2527868090458,0.183816399031896,0,0.40366242522023,FALSE
5255,182,2,1.37793277262773,1.2527868090458,0.183816399031896,0.05,-0.108670435449964,FALSE
5256,51,1,-0.626812316191218,0.0537076840986283,-0.324374999014396,0,-0.356145001275451,FALSE
5256,51,2,-0.570651675180573,0.0537076840986283,-0.324374999014396,0.05,-0.349984360264805,FALSE
5257,305,1,1.93166619407849,1.54571970712446,-0.088982501668284,0,0.47492898862231,FALSE
5257,305,2,1.63858217453776,1.54571970712446,-0.088982501668284,0.05,0.131844969081585,FALSE
5258,543,1,-1.04672995112902,-0.602236288764586,-0.597572597922952,0,0.153078935558515,FALSE
5258,543,2,-1.53844515808709,-0.602236288764586,-0.597572597922952,0.05,-0.388636271399553,FALSE
5259,666,1,1.35820660515518,0.578602600231311,0.503419834644318,0,0.27618417027955,FALSE
5259,666,2,1.34329135201844,0.578602600231311,0.503419834644318,0.05,0.211268917142807,FALSE
5260,68,1,-0.733010504803385,0.124398605835855,-0.335094378400812,0,-0.522314732238429,TRUE
5260,984,2,0.176539793934059,0.124398605835855,-0.330056863682266,0.05,0.33219805178047,TRUE
5261,225,1,-0.0290000247995993,0.362650090922231,-0.283346333855435,0,-0.108303781866395,FALSE
5261,225,2,0.502705844168205,0.362650090922231,-0.283346333855435,0.05,0.37340208710141,FALSE
5262,575,1,0.834948957156762,0.205401537908923,0.312153927730013,0,0.317393491517826,FALSE
5262,575,2,0.793590184170143,0.205401537908923,0.312153927730013,0.05,0.226034718531207,FALSE
5263,853,1,0.821659284181833,0.777727573620664,-0.327826259123684,0,0.371757969684853,FALSE
5263,853,2,0.728067234519062,0.777727573620664,-0.327826259123684,0.05,0.228165920022082,FALSE
5264,367,1,0.709636341486406,-0.00773183144031521,0.10490848457761,0,0.612459688349111,FALSE
5264,367,2,0.507955647497862,-0.00773183144031521,0.10490848457761,0.05,0.360778994360568,FALSE
5265,817,1,1.53493488561445,0.968502349122963,0.333017256054417,0,0.233415280437067,FALSE
5265,817,2,1.82656740514503,0.968502349122963,0.333017256054417,0.05,0.475047799967654,FALSE
5266,980,1,2.06982282030822,0.490184917432232,1.37851846457359,0,0.2011194383024,FALSE
5266,980,2,1.88553993758622,0.490184917432232,1.37851846457359,0.05,-0.0331634444195979,FALSE
5267,55,1,-0.131788339239775,-0.00953732033365802,-0.112751520406385,0,-0.0094994984997316,FALSE
5267,55,2,0.116330859342127,-0.00953732033365802,-0.112751520406385,0.05,0.188619700082171,FALSE
5268,348,1,0.0841306659898831,-0.112809987537774,0.0244077009029063,0,0.172532952624751,FALSE
5268,348,2,0.266624535686061,-0.112809987537774,0.0244077009029063,0.05,0.305026822320928,FALSE
5269,522,1,-1.89492057026488,-1.27667121119404,-0.139169978944026,0,-0.479079380126816,FALSE
5269,522,2,-1.51361661364126,-1.27667121119404,-0.139169978944026,0.05,-0.147775423503195,FALSE
5270,956,1,-1.50364800965663,-0.648600599019153,-0.877274591554104,0,0.0222271809166272,FALSE
5270,956,2,-1.10560593509998,-0.648600599019153,-0.877274591554104,0.05,0.370269255473273,FALSE
5271,483,1,0.493094288550548,-0.263307562979625,0.602998028859945,0,0.153403822670228,FALSE
5271,483,2,0.420667209662124,-0.263307562979625,0.602998028859945,0.05,0.0309767437818039,FALSE
5272,16,1,1.03204056130637,0.935634309069237,-0.0484666773526943,0,0.144872929589823,FALSE
5272,16,2,0.945967369582146,0.935634309069237,-0.0484666773526943,0.05,0.00879973786560358,FALSE
5273,12,1,-0.0418277078346195,0.791319019046477,-0.566854711560217,0,-0.266292015320879,FALSE
5273,12,2,0.609720091756234,0.791319019046477,-0.566854711560217,0.05,0.335255784269975,FALSE
5274,73,1,-0.188982196912461,-0.806275012776523,0.846375967520813,0,-0.229083151656752,FALSE
5274,73,2,0.0432255097146595,-0.806275012776523,0.846375967520813,0.05,-0.0468754450296312,FALSE
5275,10,1,-0.251472887192122,-0.476322723291209,0.369564581240283,0,-0.144714745141196,TRUE
5275,970,2,-0.471910111652354,-0.476322723291209,0.00037973999451571,0.05,-0.0459671283556601,TRUE
5276,28,1,2.3671975091756,1.73713939902695,0.402472426079357,0,0.227585684069296,TRUE
5276,636,2,1.00645273493827,1.73713939902695,-0.830342796500983,0.05,0.0496561324123075,TRUE
5277,423,1,-0.709852154104857,-1.41251709469622,0.132235883484854,0,0.570429057106505,FALSE
5277,423,2,-1.08230517942864,-1.41251709469622,0.132235883484854,0.05,0.147976031782725,FALSE
5278,693,1,-0.225260094934407,0.179352063176733,-0.30577790557038,0,-0.0988342525407594,FALSE
5278,693,2,0.0450951560225632,0.179352063176733,-0.30577790557038,0.05,0.121520998416211,FALSE
5279,672,1,0.239058910757981,0.277655959574592,-0.332364115273989,0,0.293767066457378,FALSE
5279,672,2,-0.113558573835876,0.277655959574592,-0.332364115273989,0.05,-0.10885041813648,FALSE
5280,645,1,-1.07612655790262,-0.501703223407696,-0.371267516653178,0,-0.203155817841744,FALSE
5280,645,2,-0.604488905565215,-0.501703223407696,-0.371267516653178,0.05,0.218481834495659,FALSE
5281,242,1,-0.288885126496404,-1.37249045907921,0.913365445785541,0,0.170239886797265,FALSE
5281,242,2,-0.977784923498613,-1.37249045907921,0.913365445785541,0.05,-0.568659910204944,FALSE
5282,866,1,-0.628608960330158,-0.393517451126126,0.0259472267125628,0,-0.261038735916595,FALSE
5282,866,2,-0.704828614305648,-0.393517451126126,0.0259472267125628,0.05,-0.387258389892085,FALSE
5283,727,1,3.43231736871126,2.68852433056933,0.813843710798995,0,-0.070050672657059,TRUE
5283,234,2,2.87276209270402,2.68852433056933,0.152644652798937,0.05,-0.0184068906642428,TRUE
5284,520,1,-0.669458662830604,-0.10976677752305,-0.742910495692541,0,0.183218610384987,FALSE
5284,520,2,-0.862017604031266,-0.10976677752305,-0.742910495692541,0.05,-0.0593403308156751,FALSE
5285,482,1,-0.0539415616740059,-0.223120966205164,0.123142039767073,0,0.0460373647640848,FALSE
5285,482,2,0.268311721408974,-0.223120966205164,0.123142039767073,0.05,0.318290647847065,FALSE
5286,739,1,-0.856470128217957,0.179366928287778,-0.509357052273494,0,-0.526480004232242,FALSE
5286,739,2,-0.5364065661602,0.179366928287778,-0.509357052273494,0.05,-0.256416442174485,FALSE
5287,127,1,-0.68001132952282,-1.1688159402078,0.405274257198556,0,0.0835303534864242,TRUE
5287,270,2,-0.832501384299133,-1.1688159402078,0.434931127611122,0.05,-0.148616571702454,TRUE
5288,744,1,0.938997163245702,0.751196527199891,0.144103228372999,0,0.0436974076728124,FALSE
5288,744,2,1.2308683581375,0.751196527199891,0.144103228372999,0.05,0.285568602564607,FALSE
5289,452,1,1.22717373323455,0.719396102982843,0.121677140180762,0,0.386100490070947,FALSE
