i,j,y,t,alpha_hat,psi_hat
4094,864,0.410722624829217,2,0.1351522154052266,0.16296706420933704
4095,852,0.882210570340876,1,0.4414171773267647,0.4944630209613348
4095,852,0.989549826235323,2,0.4414171773267647,0.4944630209613348
4096,594,-2.3881832879011,1,-2.1107817357400456,-0.044447658103149
4096,594,-1.92227549978529,2,-2.1107817357400456,-0.044447658103149
4097,232,-0.993758503028051,1,-0.985636069593602,0.11975763516258188
4097,936,-0.128076786805384,2,-0.985636069593602,0.7296792141911871
4098,787,-0.525046391533278,1,-1.21951963038298,0.6208946783165302
4098,787,-0.672203512599622,2,-1.21951963038298,0.6208946783165302
4099,719,-0.967997287339868,1,-1.04538979788932,-0.20100255202944559
4099,478,-0.193489956586582,2,-1.04538979788932,1.130294903881636
4100,125,-0.43239964505565,1,0.3053337531162862,-0.7295535790145141
4100,902,1.06702382497417,2,0.3053337531162862,0.7535102527004617
4101,926,0.401055078042202,1,0.5493017815057286,-0.20836718101815171
4101,926,0.280814122932952,2,0.5493017815057286,-0.20836718101815171
4102,146,-0.0342637335553591,1,-1.1649068543271979,0.5779129638569983
4102,146,-1.13972404738504,2,-1.1649068543271979,0.5779129638569983
4103,191,-0.0352646064403536,1,-0.24258184023880738,0.43135910939817707
4103,191,0.412819144759093,2,-0.24258184023880738,0.43135910939817707
4104,494,-0.765474113951496,1,-1.8043907582570546,1.2887255139972185
4104,857,-2.09201219855736,2,-1.8043907582570546,-0.5374303099919648
4105,516,-0.717827319072017,1,-1.266767061415937,0.3883800647109784
4105,516,-1.0389466743379,2,-1.266767061415937,0.3883800647109784
4106,198,0.68952546317474,1,-0.1327771810267977,0.8509943559314777
4106,198,0.74690888663462,2,-0.1327771810267977,0.8509943559314777
4107,98,1.52552303476116,1,-0.14940507628484978,1.5829291028860866
4107,914,-0.312809130555161,2,-0.14940507628484978,-0.071405046110388
4108,930,-1.2040738218704,1,-1.2772551123015197,0.22574528385179124
4108,930,-0.898945835029057,2,-1.2772551123015197,0.22574528385179124
4109,472,-1.09680600212895,1,-1.7398280509185504,0.8189617133657578
4109,472,-0.744926672976635,2,-1.7398280509185504,0.8189617133657578
4110,763,-0.0090361470894616,1,-0.5961862611472274,0.4658332334516873
4110,472,0.101458571612452,2,-0.5961862611472274,0.8189617133657578
4111,104,0.615643634851011,1,-0.4578155485223001,1.1429667642387547
4111,104,0.754658796581898,2,-0.4578155485223001,1.1429667642387547
4112,292,0.0795080160810582,1,0.28484501505451315,0.12848236806882296
4112,292,0.747146750165614,2,0.28484501505451315,0.12848236806882296
4113,539,-0.737791126031141,1,-1.4934646928776738,0.7086194702274115
4113,539,-0.831899319269384,2,-1.4934646928776738,0.7086194702274115
4114,546,1.15152500145289,1,0.09278610902902829,1.2179460260480417
4114,546,1.46993926870125,2,0.09278610902902829,1.2179460260480417
4115,516,-1.55974773608056,1,-1.9434175749911027,0.3883800647109784
4115,84,-0.936514610076216,2,-1.9434175749911027,1.0021927391144512
4116,364,-0.917596145792631,1,-1.050568990261363,0.17701693510252353
4116,364,-0.829507964525048,2,-1.050568990261363,0.17701693510252353
4117,470,-0.29625610381864,1,-0.16318392431891876,0.2877806981699283
4117,470,0.545449651520659,2,-0.16318392431891876,0.2877806981699283
4118,425,-1.57692024751317,1,-1.5868176601171997,-0.10783447776607054
4118,425,-1.81238402825337,2,-1.5868176601171997,-0.10783447776607054
4119,638,-0.632285056035834,1,-1.2453395951334842,0.6532420129303128
4119,638,-0.551910108370509,2,-1.2453395951334842,0.6532420129303128
4120,253,0.385536726410887,1,-0.9595281685312251,1.4464564200988752
4120,253,0.588319776724413,2,-0.9595281685312251,1.4464564200988752
4121,420,0.48021465432068,1,-0.48816347550371475,1.0988392390275237
4121,420,0.741136872726938,2,-0.48816347550371475,1.0988392390275237
4122,87,1.13125286060604,1,0.6492749048421226,0.5806636212709623
4122,87,1.32862419162013,2,0.6492749048421226,0.5806636212709623
4123,479,-0.313609774278196,1,-0.6390734721767589,0.14563443868406886
4123,479,-0.673268292707184,2,-0.6390734721767589,0.14563443868406886
4124,412,-1.21439243858189,1,-2.642948526435763,1.3630852221814078
4124,412,-1.34533416992682,2,-2.642948526435763,1.3630852221814078
4125,63,0.266479190801689,1,-0.9217943045480088,1.1085881935622548
4125,63,0.107108587226803,2,-0.9217943045480088,1.1085881935622548
4126,728,-1.2425626533321,1,-1.0988159159503637,0.24237622038473963
4126,728,-0.470316737799148,2,-1.0988159159503637,0.24237622038473963
4127,619,-1.55176717209281,1,-1.500710606804912,0.09163435172431703
4127,619,-1.26638533806838,2,-1.500710606804912,0.09163435172431703
4128,654,1.45536721648285,1,-0.15700805529656825,1.18048125358516
4128,654,0.591579180094334,2,-0.15700805529656825,1.18048125358516
4129,445,2.5299556866435,1,1.8577265303489465,0.47464393655298853
4129,445,2.13478524716037,2,1.8577265303489465,0.47464393655298853
4130,376,0.686922039172564,1,-0.3143886880619364,0.8856985173520169
4130,376,0.455697619407597,2,-0.3143886880619364,0.8856985173520169
4131,465,-0.816070097191837,1,-0.9317453991496324,-0.2236752152788212
4131,465,-1.49477113166507,2,-0.9317453991496324,-0.2236752152788212
4132,941,0.985938430901441,1,0.4505945340861238,0.37216385695019505
4132,807,1.02478304319019,2,0.4505945340861238,0.7373685489691884
4133,441,1.55386269770248,1,0.8109520810883161,0.9408265396930989
4133,441,1.94969454386035,2,0.8109520810883161,0.9408265396930989
4134,945,-0.379366783870321,1,-0.8471020356189027,0.6519672944423177
4134,945,-0.010902698482849,2,-0.8471020356189027,0.6519672944423177
4135,529,1.55003976946803,1,0.0723597077829885,1.5032110424697764
4135,529,1.6011017310375,2,0.0723597077829885,1.5032110424697764
4136,837,0.692562120797454,1,0.22295622051528585,0.5790672340557051
4136,837,0.911484788344528,2,0.22295622051528585,0.5790672340557051
4137,11,0.0554828392481085,1,-0.9400628685492081,1.1086280416345808
4137,11,0.281647506922637,2,-0.9400628685492081,1.1086280416345808
4138,584,-0.201732629519685,1,-0.7729404882135297,0.5148427451041316
4138,312,0.133141976914429,2,-0.7729404882135297,0.9624475787176717
4139,20,0.452339624652928,1,0.04714936123493696,0.9325090439958813
4139,575,1.46023127684602,2,0.04714936123493696,0.8857631350331928
4140,839,-0.100995073838816,1,-0.7254703077936301,0.5941073625236546
4140,839,-0.161730816701135,2,-0.7254703077936301,0.5941073625236546
4141,380,-1.09066292638629,1,-1.4960094763711467,0.32275649151817926
4141,680,-0.8609883141764,2,-1.4960094763711467,0.7176112206614242
4142,550,-0.65620018063041,1,-0.8757337537017207,0.38591673487077716
4142,550,-0.323433857031477,2,-0.8757337537017207,0.38591673487077716
4143,137,0.124396788301239,1,-0.159381388190738,0.474860494537964
4143,137,0.506561424393213,2,-0.159381388190738,0.474860494537964
4144,568,-0.753097811870577,1,-0.7628599381921607,0.26389273065398067
4144,568,-0.244836603205783,2,-0.7628599381921607,0.26389273065398067
4145,489,0.135698270803938,1,-0.7202681125714878,0.8136354364219782
4145,489,0.0510363768970429,2,-0.7202681125714878,0.8136354364219782
4146,199,0.749016360227583,1,-0.5156267278701532,0.9369253265032235
4146,199,0.0935808370385575,2,-0.5156267278701532,0.9369253265032235
4147,343,-0.428689815853532,1,-0.9859301665430844,0.7256335885600861
4147,343,-0.0919033401124648,2,-0.9859301665430844,0.7256335885600861
4148,172,-0.422534077665194,1,-1.3840714202773072,1.1231428371310335
4148,172,-0.0993230886273535,2,-1.3840714202773072,1.1231428371310335
4149,584,1.52866667884538,1,1.254040448291935,0.5148427451041316
4149,696,1.50587850076547,2,1.254040448291935,0.011621537922848705
4150,199,-0.418543165380707,1,-1.400350514963319,0.9369253265032235
4150,199,-0.508307211539484,2,-1.400350514963319,0.9369253265032235
4151,803,0.233725032517074,1,-0.0011718471326123137,0.3280543456309503
4151,803,0.420039964479602,2,-0.0011718471326123137,0.3280543456309503
4152,458,-1.04396308738166,1,-1.3426613314609313,0.6133798049313697
4152,458,-0.414599965677463,2,-1.3426613314609313,0.6133798049313697
4153,833,0.959152634365873,1,-0.9274135671710612,1.5027889077921026
4153,833,0.19159804687621,2,-0.9274135671710612,1.5027889077921026
4154,583,-0.201566908938713,1,-0.1786119455983591,-0.1098418096564174
4154,583,-0.37534060157084,2,-0.1786119455983591,-0.1098418096564174
4155,83,-1.02514604341825,1,-1.5328666282275236,0.4952348318462631
4155,932,-1.20756305129575,2,-1.5328666282275236,0.33778932989478394
4156,403,1.02963262939658,1,0.194608298883167,0.8743630127897382
4156,403,1.10830999394923,2,0.194608298883167,0.8743630127897382
4157,3,-0.931678980193843,1,-0.61121593446845,-0.20337126366934052
4157,3,-0.697495416081738,2,-0.61121593446845,-0.20337126366934052
4158,85,-1.02061319888287,1,-1.0135081898067924,0.10777457529893412
4158,530,-0.409529606459804,2,-1.0135081898067924,0.48909899897197673
4159,887,0.102098013328854,1,-0.08255540810486389,0.40826144909827944
4159,153,0.446550334077474,2,-0.08255540810486389,0.30549771451777646
4160,942,0.976441191921125,1,-0.18213081569652,0.8610878113807134
4160,942,0.381472799447262,2,-0.18213081569652,0.8610878113807134
4161,664,-0.625676363638437,1,-1.1345207593364905,0.37498833901855794
4161,664,-0.893388476997428,2,-1.1345207593364905,0.37498833901855794
4162,224,-1.04350817991289,1,-1.3492820473341418,0.26335904609046185
4162,224,-1.12833782257447,2,-1.3492820473341418,0.26335904609046185
4163,986,0.049553014120994,1,-0.3711502925181862,0.28244793087953407
4163,496,0.474954715455624,2,-0.3711502925181862,0.9843603837334565
4164,752,-0.796298052681677,1,-1.492226203746935,0.9349784685875884
4164,752,-0.318197417637016,2,-1.492226203746935,0.9349784685875884
4165,247,0.264497575176581,1,-0.5585729670857239,0.6848093682776792
4165,247,-0.0120247727926704,2,-0.5585729670857239,0.6848093682776792
4166,252,-1.36952097265679,1,-1.9898135785141413,0.8261244536371558
4166,709,-1.33076251039169,2,-1.9898135785141413,0.45321922034264694
4167,400,-0.675629986356761,1,-1.5496870836373047,0.5764141667185843
4167,400,-1.27091584748068,2,-1.5496870836373047,0.5764141667185843
4168,759,0.291153988389485,1,-0.45234178845933,0.42489904748840046
4168,759,-0.346039470331344,2,-0.45234178845933,0.42489904748840046
4169,575,1.60126434709963,1,0.6595012100982756,0.8857631350331928
4169,736,1.67161839649574,2,0.6595012100982756,1.0681171883656264
4170,15,1.0554773269833,1,-0.37085592129807476,1.2532974041560088
4170,15,0.709405638732568,2,-0.37085592129807476,1.2532974041560088
4171,190,-0.561153598423496,1,-0.9869722838934747,0.4528283605489542
4171,190,-0.507134248265545,2,-0.9869722838934747,0.4528283605489542
4172,2,-1.47912632970406,1,-1.059646920106124,-0.4433144814567961
4172,2,-1.52679647342178,2,-1.059646920106124,-0.4433144814567961
4173,968,0.707543524017965,1,0.5144732383980785,0.239426407666785
4173,968,0.800255768111762,2,0.5144732383980785,0.239426407666785
4174,68,0.0182376744173135,1,0.04235804796120701,0.09617928647146462
4174,148,1.05341478024615,2,0.04235804796120701,0.8907570722695849
4175,472,1.04559883045656,1,0.30974499162683444,0.8189617133657578
4175,31,1.9685834080992,2,0.30974499162683444,1.5757305419363332
4176,146,1.00175561310876,1,0.35381373523351467,0.5779129638569983
4176,146,0.861697785072266,2,0.35381373523351467,0.5779129638569983
4177,883,0.198392191465091,1,-0.24636812150449733,0.6331638443611108
4177,883,0.575199254248136,2,-0.24636812150449733,0.6331638443611108
4178,521,0.893013474696886,1,0.4277441236502072,0.24959102547030232
4178,521,0.461656823544133,2,0.4277441236502072,0.24959102547030232
4179,73,0.249646574109454,1,-1.3346105298875988,1.5305908728249606
4179,73,0.14231411176527,2,-1.3346105298875988,1.5305908728249606
4180,50,0.701149285462366,1,-0.09384019306530078,0.9127320552434137
4180,50,0.93663443889386,2,-0.09384019306530078,0.9127320552434137
4181,26,-0.896013914263358,1,-1.3794835684992421,0.1218921215522982
4181,26,-1.61916897963053,2,-1.3794835684992421,0.1218921215522982
4182,57,-0.625077116636816,1,-0.23815849014657015,-0.07264300720516435
4182,138,1.61793398738847,2,-0.23815849014657015,1.5418168582499585
4183,134,1.01175925025232,1,0.38756810385639856,0.32886357321537946
4183,134,0.421104103891236,2,0.38756810385639856,0.32886357321537946
4184,825,0.161688488056404,1,-0.2979786958980997,0.5143512991236787
4184,825,0.271056718394754,2,-0.2979786958980997,0.5143512991236787
4185,959,-0.640214073017743,1,-1.0572477505730138,0.45403219112154874
4185,959,-0.566217045885187,2,-1.0572477505730138,0.45403219112154874
4186,325,-1.17868263825347,1,-0.4322592612974758,-0.7707280920830093
4186,325,-1.2272920685075,2,-0.4322592612974758,-0.7707280920830093
4187,724,-1.70070612474817,1,-1.372363842828141,-0.10754234209371855
4187,15,0.101733501154178,2,-1.372363842828141,1.2532974041560088
4188,472,-0.44439542169934,1,-0.8218649781373992,0.8189617133657578
4188,201,-0.267336311646473,2,-0.8218649781373992,0.11303650956322775
4189,83,-0.646191889899778,1,-1.1655154889794916,0.4952348318462631
4189,83,-0.694369424366679,2,-1.1655154889794916,0.4952348318462631
4190,28,0.710948723956697,1,-0.31399137548276346,1.205912151900177
4190,28,1.07289282887813,2,-0.31399137548276346,1.205912151900177
4191,80,-0.466131877507585,1,-0.8160886267368886,0.6786377269010732
4191,80,0.191230077835954,2,-0.8160886267368886,0.6786377269010732
4192,139,0.91186475466401,1,0.475542323298914,0.655570631931981
4192,139,1.35036115579778,2,0.475542323298914,0.655570631931981
4193,989,0.560338705442637,1,0.4114628111659635,0.3128269948383785
4193,989,0.888240906566047,2,0.4114628111659635,0.3128269948383785
4194,784,-1.20521387796262,1,-0.862294012617477,-0.23453944583721903
4194,784,-0.988453038946772,2,-0.862294012617477,-0.23453944583721903
4195,344,2.18156518245415,1,1.1051018361907423,0.7917540792550626
4195,344,1.61214664843746,2,1.1051018361907423,0.7917540792550626
4196,822,-0.0925364459215915,1,-0.5881854980205679,0.4517644006182716
4196,822,-0.180305748883001,2,-0.5881854980205679,0.4517644006182716
4197,775,-0.965945543122525,1,-1.048732151065695,0.5668512472961396
4197,775,0.00218373558341389,2,-1.048732151065695,0.5668512472961396
4198,269,0.620499233333401,1,-0.2909006839032536,0.5838439092782172
4198,269,-0.0346127825834738,2,-0.2909006839032536,0.5838439092782172
4199,303,-2.37113351901558,1,-1.7525757620165803,-0.2873674926557457
4199,312,-0.458937918955655,2,-1.7525757620165803,0.9624475787176717
4200,572,1.83228689663958,1,0.2814391558051228,1.6808397082134185
4200,853,0.686593983644069,2,0.2814391558051228,0.2751628604599848
4201,930,-1.65512722182918,1,-1.7523638281238212,0.22574528385179124
4201,930,-1.39810986671488,2,-1.7523638281238212,0.22574528385179124
4202,805,1.85624645027848,1,0.7490433048360936,1.2012008734257063
4202,805,2.04424190624512,2,0.7490433048360936,1.2012008734257063
4203,16,-2.75277335666452,1,-3.175552347195775,0.6298597109435689
4203,822,-2.51670722616519,2,-3.175552347195775,0.4517644006182716
4204,537,-0.322215662551335,1,-1.4392126902391185,1.05263617959932
4204,537,-0.450937358728262,2,-1.4392126902391185,1.05263617959932
4205,379,0.161738147909717,1,-0.40658530858848485,0.36754682850171233
4205,379,-0.239815108083262,2,-0.40658530858848485,0.36754682850171233
4206,215,-1.1242213426841,1,-1.5673576938605889,1.0502294605612457
4206,215,0.0899648760854134,2,-1.5673576938605889,1.0502294605612457
4207,557,1.32690444319035,1,1.039156486171184,0.31533955715644385
4207,914,0.995343040198074,2,1.039156486171184,-0.071405046110388
4208,853,-0.456109004963689,1,-0.6616732864629722,0.2751628604599848
4208,853,-0.316911847042286,2,-0.6616732864629722,0.2751628604599848
4209,915,0.763288314336419,1,-0.2358682879794003,1.0745897947627898
4209,697,0.0469999698230751,2,-0.2358682879794003,0.2074350653555047
4210,807,0.756846439484868,1,0.14941452936777566,0.7373685489691884
4210,807,1.01671971718906,2,0.14941452936777566,0.7373685489691884
4211,677,0.446053596767343,1,-0.3480735938958179,0.6909630032572154
4211,677,0.239725221955452,2,-0.3480735938958179,0.6909630032572154
4212,552,0.861297175248511,1,0.7025780925184338,0.0935332950856567
4212,552,0.73092559995967,2,0.7025780925184338,0.0935332950856567
4213,651,1.90276696600172,1,0.06474801340240499,1.46810728032243
4213,651,1.16294362144795,2,0.06474801340240499,1.46810728032243
4214,731,1.06711883390428,1,0.3215610228224848,0.8442614877674601
4214,731,1.26452618727561,2,0.3215610228224848,0.8442614877674601
4215,249,-1.27155802672712,1,-1.813101381756288,0.4995130012797281
4215,249,-1.355618734226,2,-1.813101381756288,0.4995130012797281
4216,244,-1.09596826093888,1,-1.6782152637965133,0.5668303145113832
4216,244,-1.12680163763138,2,-1.6782152637965133,0.5668303145113832
4217,140,-3.2828655042788,1,-2.7370985770425618,-0.3394209850023281
4217,140,-2.87017361981098,2,-2.7370985770425618,-0.3394209850023281
4218,447,-0.0370064892667425,1,-0.7076889537526556,0.8274386902836639
4218,673,0.360366271809081,2,-0.7076889537526556,0.9112989997639857
4219,675,1.25165162215254,1,0.5300280988944142,0.6790426589437408
4219,675,1.16648989352377,2,0.5300280988944142,0.6790426589437408
4220,361,-0.29118743898335,1,-1.3364373322111334,0.7193399239541091
4220,361,-0.943007377530699,2,-1.3364373322111334,0.7193399239541091
4221,991,0.0238711952664182,1,0.01364586506493129,0.2568575308984847
4221,596,0.371365131518789,2,0.01364586506493129,0.11108706575685992
4222,712,1.49097471628542,1,-0.017008458290318718,1.2918996950314088
4222,712,1.05880775719676,2,-0.017008458290318718,1.2918996950314088
4223,750,0.118853746439286,1,0.49569097247217975,-0.18199746432610772
4223,750,0.508533269852858,2,0.49569097247217975,-0.18199746432610772
4224,500,0.557473604449581,1,-0.7049532528281188,1.257169375187933
4224,500,0.546958640270047,2,-0.7049532528281188,1.257169375187933
4225,766,-0.91821183150351,1,-0.8064512402191066,0.2829062170319006
4225,766,-0.128878214870902,2,-0.8064512402191066,0.2829062170319006
4226,41,-0.456142470775771,1,-0.9169638446229672,0.6992294145305986
4226,320,0.571360409748737,2,-0.9169638446229672,1.2499162136883017
4227,420,0.181316281493945,1,-0.8871550394339152,1.0988392390275237
4227,420,0.242052117693272,2,-0.8871550394339152,1.0988392390275237
4228,368,1.2815619935794,1,1.0388975967644076,0.06391815514735329
4228,368,0.924069510244122,2,1.0388975967644076,0.06391815514735329
4229,76,-1.98008040711668,1,-1.5061689009014052,-0.4631118102504298
4229,76,-1.95848101518699,2,-1.5061689009014052,-0.4631118102504298
4230,500,1.35822433612809,1,-0.16314864797094808,1.257169375187933
4230,429,-0.368608186182879,2,-0.16314864797094808,0.05874407069917413
4231,645,-0.461987528478421,1,-0.7049463594027027,0.21081715195345116
4231,645,-0.526270886420082,2,-0.7049463594027027,0.21081715195345116
4232,698,0.438398553733356,1,-0.1554501885752917,0.4100852550714515
4232,698,0.0708715792589636,2,-0.1554501885752917,0.4100852550714515
4233,838,0.0576792808712086,1,-0.7032515877688044,0.9647131020124243
4233,472,0.319492358969365,2,-0.7032515877688044,0.8189617133657578
4234,341,0.760937933834816,1,0.07962824984127748,0.8017801657427754
4234,341,1.00187889733329,2,0.07962824984127748,0.8017801657427754
4235,617,-1.50378912096864,1,-1.8802214138307825,0.39182632114943244
4235,617,-1.47300106439406,2,-1.8802214138307825,0.39182632114943244
4236,424,1.11891653144423,1,-0.21266216838120156,1.172798596285102
4236,424,0.801356324363571,2,-0.21266216838120156,1.172798596285102
4237,71,-0.0267192365488333,1,-0.6814261367545298,0.7339822786826287
4237,71,0.131831520405031,2,-0.6814261367545298,0.7339822786826287
4238,808,-0.462516026927919,1,-1.7583532060650275,1.0803935522595984
4238,869,-1.54087482263811,2,-1.7583532060650275,0.4329220103044277
4239,97,-2.11442106761351,1,-2.5657665795087636,0.5931506940448534
4239,97,-1.83081070331431,2,-2.5657665795087636,0.5931506940448534
4240,243,-0.43541162457919,1,-0.7196840844558015,0.356540595609728
4240,243,-0.290875353112957,2,-0.7196840844558015,0.356540595609728
4241,629,1.07661614548641,1,0.11553138620443981,0.6750198905480358
4241,629,0.504486408018541,2,0.11553138620443981,0.6750198905480358
4242,966,-0.67303886837536,1,-0.5364386547050768,0.186592824152889
4242,966,-0.0266527927290157,2,-0.5364386547050768,0.186592824152889
4243,509,-0.452888147234563,1,-0.9038756574841137,0.6548814455622887
4243,509,-0.0451002766090871,2,-0.9038756574841137,0.6548814455622887
4244,587,-0.822677900794611,1,-0.6417543839663642,-0.09240833917450529
4244,587,-0.645647545487128,2,-0.6417543839663642,-0.09240833917450529
4245,380,0.418234997825259,1,-0.015858963623821276,0.32275649151817926
4245,380,0.195560057963457,2,-0.015858963623821276,0.32275649151817926
4246,858,-1.25418602767117,1,-1.170496597833926,-0.035095816147183496
4246,601,-0.438324415039142,2,-1.170496597833926,0.6835785691047236
4247,706,-0.413598343860363,1,-1.065299335739673,1.1600328321250923
4247,706,0.603065336631202,2,-1.065299335739673,1.1600328321250923
4248,158,-0.0913952599671474,1,-0.451839329826548,0.2541486801308399
4248,568,-0.294241988901128,2,-0.451839329826548,0.26389273065398067
4249,464,-0.886516504155446,1,-1.277206767141789,0.29825247672553096
4249,464,-1.07139207667707,2,-1.277206767141789,0.29825247672553096
4250,727,1.1540626271302,1,-0.2829956026051246,1.4632526058411597
4250,727,1.20645137934187,2,-0.2829956026051246,1.4632526058411597
4251,324,0.563640298963354,1,-0.11284575773239014,0.8864312819283366
4251,628,0.505324403122976,2,-0.11284575773239014,0.4082249356227736
4252,961,0.443109671488844,1,-0.12581848672624085,0.5016111354024988
4252,691,0.485966361553934,2,-0.12581848672624085,0.6791018710927609
4253,710,1.65133327791153,1,0.1826963302540754,1.5355478298736795
4253,710,1.78515504234398,2,0.1826963302540754,1.5355478298736795
4254,666,1.14198725277209,1,-0.13417141736990024,1.3075979169593852
4254,666,1.20486574640688,2,-0.13417141736990024,1.3075979169593852
4255,182,0.627154335502176,1,0.019974944203428213,0.4776413848806253
4255,182,0.368078322665931,2,0.019974944203428213,0.4776413848806253
4256,829,-0.892183615294996,1,-0.5290347991242936,-0.25182801196092175
4256,460,0.721912731490351,2,-0.5290347991242936,1.1396267264048638
4257,123,0.376940646442109,1,-0.17988780983089447,0.26128284789304046
4257,123,-0.214150570317817,2,-0.17988780983089447,0.26128284789304046
4258,27,-1.53113335927937,1,-1.8791572852519043,0.5383639660610893
4258,27,-1.15045327910226,2,-1.8791572852519043,0.5383639660610893
4259,650,1.1576584170529,1,-0.11635613325374061,1.4070249156118406
4259,650,1.4236791476633,2,-0.11635613325374061,1.4070249156118406
4260,909,-0.391781197475132,1,-1.4479975023257947,1.0121568444339726
4260,909,-0.479900118308512,2,-1.4479975023257947,1.0121568444339726
4261,931,2.60290334364413,1,1.6939848280939338,0.9101146441328408
4261,931,2.60529560080942,2,1.6939848280939338,0.9101146441328408
4262,140,-1.4444448313139,1,-0.935922591102362,-0.3394209850023281
4262,140,-1.10624232089548,2,-0.935922591102362,-0.3394209850023281
4263,58,-2.90437354297776,1,-2.8957136430782313,0.21398078975905205
4263,776,-2.26149732703422,2,-2.8957136430782313,0.41157562638543016
4264,313,1.5038583990824,1,1.101017662551813,0.3902030118393119
4264,313,1.47858294969985,2,1.101017662551813,0.3902030118393119
4265,216,-1.3692834903951,1,-1.4194070092113726,0.1838950722321676
4265,216,-1.10174038356331,2,-1.4194070092113726,0.1838950722321676
4266,442,1.00277128567818,1,0.05834989817985892,1.0719586952228612
4266,442,1.25784590112726,2,0.05834989817985892,1.0719586952228612
4267,663,0.318489996241592,1,-0.36403173585679205,0.6890535026856935
4267,663,0.331553537416211,2,-0.36403173585679205,0.6890535026856935
4268,164,0.600352377501745,1,0.8317131040397574,0.28059531799859
4268,164,1.62426446657495,2,0.8317131040397574,0.28059531799859
4269,227,-0.82896523847231,1,-1.1425487935732388,0.004469507219348706
4269,227,-1.44719333423547,2,-1.1425487935732388,0.004469507219348706
4270,467,-1.39352442855217,1,-1.5326451152836804,0.3107879489088254
4270,467,-1.05018990419754,2,-1.5326451152836804,0.3107879489088254
4271,549,1.38213105188494,1,0.7188506705259994,0.7295197843400005
4271,549,1.51460985784706,2,0.7188506705259994,0.7295197843400005
4272,769,-1.39850399516892,1,-2.025313665343648,0.677573412033178
4272,769,-1.29697651145202,2,-2.025313665343648,0.677573412033178
4273,55,-1.37282569405125,1,-1.7078829859514855,0.1840254917772954
4273,55,-1.67488929429713,2,-1.7078829859514855,0.1840254917772954
4274,286,1.78493594295447,1,0.09273705330687942,1.4971261474414805
4274,286,1.39479045854225,2,0.09273705330687942,1.4971261474414805
4275,185,-0.131248690164417,1,-0.48413446514037567,0.6113467313486092
4275,185,0.385673222580884,2,-0.48413446514037567,0.6113467313486092
4276,563,2.35597246297174,1,1.6594165341837237,0.7913162018839911
4276,563,2.54549300916369,2,1.6594165341837237,0.7913162018839911
4277,445,0.0485348661585445,1,-0.5760819164156874,0.47464393655298853
4277,715,0.0063529942154803,2,-0.5760819164156874,0.732407756652411
4278,479,-0.475810741781023,1,-0.7049384810467234,0.14563443868406886
4278,479,-0.642797342944286,2,-0.7049384810467234,0.14563443868406886
4279,912,-0.2347512770801,1,-0.8791124923291256,0.417745092366605
4279,912,-0.687983522844941,2,-0.8791124923291256,0.417745092366605
4280,748,1.09337351277947,1,1.19289367008236,0.039507839374735
4280,748,1.37142950613472,2,1.19289367008236,0.039507839374735
4281,419,-0.0458347540768518,1,-1.6914599969243191,1.3908101087460143
4281,379,-1.57872830252406,2,-1.6914599969243191,0.36754682850171233
4282,958,0.972825354545786,1,0.24261869580912787,0.610281419200335
4282,168,1.10934947672749,2,0.24261869580912787,0.9866560204546855
4283,565,0.467633085810823,1,-0.4264190070054726,0.7978545024613981
4283,565,0.275237905101028,2,-0.4264190070054726,0.7978545024613981
4284,784,-1.34104822621155,1,-1.095357051803098,-0.23453944583721903
4284,46,-0.393410054343884,2,-1.095357051803098,0.6907952688879809
4285,113,2.13334798107648,1,1.0975428102915976,0.5539059035661975
4285,113,1.16954944663911,2,1.0975428102915976,0.5539059035661975
4286,168,-0.0795292447870666,1,-0.9175693166287757,0.9866560204546855
4286,168,0.217702652438886,2,-0.9175693166287757,0.9866560204546855
4287,803,0.064329452535816,1,-0.3549428679791373,0.3280543456309503
4287,803,-0.11810649723219,2,-0.3549428679791373,0.3280543456309503
4288,216,0.41891764418185,1,0.13057470443457742,0.1838950722321676
4288,216,0.21002190915164,2,0.13057470443457742,0.1838950722321676
4289,512,1.31413700607449,1,1.4883874995091804,-0.12166960286662042
4289,512,1.41929878721063,2,1.4883874995091804,-0.12166960286662042
4290,495,0.706086310050686,1,-0.004887924319100012,1.086827466191223
4290,495,1.45779277369356,2,-0.004887924319100012,1.086827466191223
4291,430,1.56596523668677,1,1.1581278964570558,0.7554917735989641
4291,430,2.26127410342527,2,1.1581278964570558,0.7554917735989641
4292,363,-1.03320634221386,1,-1.4989108424208641,0.6875354484671891
4292,684,-0.470648317143555,2,-1.4989108424208641,0.8064315770171244
4293,610,-1.45365444638434,1,-2.266810347641822,0.7119569853610921
4293,610,-1.65605227817712,2,-2.266810347641822,0.7119569853610921
4294,782,-0.0391057598698938,1,0.5674707839346356,-0.29828977831187903
4294,782,0.577467771115407,2,0.5674707839346356,-0.29828977831187903
4295,16,-1.31447825530221,1,-2.2869118547214136,0.6298597109435689
4295,16,-1.99962603225348,2,-2.2869118547214136,0.6298597109435689
4296,337,-1.29195166247848,1,-1.615639648708537,0.370956634544077
4296,337,-1.19741436585044,2,-1.615639648708537,0.370956634544077
4297,718,1.03804878509811,1,-0.14536725041954623,1.3232577706935111
4297,718,1.31773225544982,2,-0.14536725041954623,1.3232577706935111
4298,74,1.22406965543849,1,-0.046396574903504906,1.2872186257209548
4298,74,1.25757444619641,2,-0.046396574903504906,1.2872186257209548
